,PER,ORG,LOC,DATE,Mean
twi,0.9982101321220398,,,,0.9982101321220398
fon,0.9967101216316223,,,,0.9967101216316223
hau,0.9972498416900635,0.995899498462677,,,0.9965746700763702
zul,,,0.9963135123252869,,0.9963135123252869
sna,0.9965531229972839,,0.9952456951141357,,0.9958994090557098
pcm,0.9942876100540161,,0.9963599443435669,,0.9953237771987915
tsn,,0.9912576079368591,0.9969959855079651,,0.9941267967224121
kin,,0.9938905239105225,,,0.9938905239105225
swa,0.993843138217926,,,,0.993843138217926
xho,0.991766095161438,,0.9941133260726929,,0.9929397106170654
ibo,,0.9913160800933838,0.9936161637306213,,0.9924661219120026
luo,0.9979841709136963,0.9868486523628235,,,0.9924164116382599
mos,0.9896127581596375,0.9947806596755981,,,0.9921967089176178
nya,,0.9919043779373169,,,0.9919043779373169
lug,0.9876253008842468,0.9952877163887024,,,0.9914565086364746
bbj,,0.994024395942688,0.9880083799362183,,0.9910163879394531
yor,,0.9870123863220215,0.9932873249053955,,0.9901498556137085
ewe,0.9825056195259094,0.9953303337097168,,,0.9889179766178131
wol,,0.9751460552215576,,,0.9751460552215576
bam,,0.9729418158531189,,,0.9729418158531189
