,LOC,ORG,PER,DATE,Mean
lug,0.9943043091186021,0.993564676310995,0.9975051011716211,0.9885024301198256,0.993469129180261
nya,0.9937518748470048,0.9935283223593789,0.9947340919514067,0.9849527618222403,0.9917417627450077
kin,0.9949889967635328,0.9928710830411301,0.9902480262965091,0.9866201385235273,0.9911820611561748
sna,0.991777943323449,0.991135600813734,0.9925202097201926,0.9885687756795384,0.9910006323842284
xho,0.9900856931374473,0.9904474032818604,0.9828070762697054,0.9906567453894602,0.9884992295196183
tsn,0.9839588565662517,0.987510076163056,0.9889831247397017,0.9835353038211285,0.9859968403225345
zul,0.9828678792759452,0.9893387464227025,0.9904371188228103,0.9812276185898205,0.9859678407778196
luo,0.9897411952879387,0.9843501833448667,0.9876903681329392,0.9801104000840678,0.9854730367124531
hau,0.9784921560442903,0.9821449773076432,0.9824918648526004,0.983392338333752,0.9816303341345715
wol,0.9808010270169859,0.9835704335098548,0.9820101944656938,0.974137464420023,0.9801297798531394
ibo,0.9848462656643682,0.9720096130409593,0.9854733007991008,0.9736351891191768,0.9789910921559013
twi,0.9793337869762778,0.9820618038672779,0.9742292744409852,0.965635619039309,0.9753151210809625
swa,0.96814033968524,0.9708155660703628,0.9846817606038402,0.9671994357528152,0.9727092755280645
ewe,0.9738719260109276,0.9767705166229461,0.9682681170916173,0.9692870365289001,0.9720493990635979
bam,0.9656548568900144,0.9656802470633106,0.9762119375417084,0.9786770085218324,0.9715560125042164
mos,0.9647567146096508,0.9750301733545143,0.9791135567737953,0.9609147818861011,0.9699538066560154
yor,0.9472669111286706,0.9603535203825724,0.9563744587973841,0.9494369348235807,0.9533579562830519
pcm,0.9529581669021725,0.9558008606804537,0.9661788914076253,0.9337417842025267,0.9521699257981946
fon,0.9407690742421398,0.9495959890286418,0.9582148021682823,0.8736292185715423,0.9305522710026516
bbj,0.8828706739198786,0.9271567726889377,0.953576059933098,0.9118621831610587,0.9188664224257432
