,DATE,PER,ORG,LOC
bam,,0.8887784481048584,0.924589216709137,0.9630436301231384
bbj,,0.9284624457359314,0.9603621959686279,0.907683253288269
ewe,,0.9202301502227783,0.9660289287567139,0.9317432045936584
fon,,0.9119978547096252,0.9739089608192444,0.9416375756263733
hau,,0.9252551794052124,0.967011570930481,0.9327786564826965
ibo,,,0.9706822633743286,0.9508833885192871
kin,,0.9385586977005005,0.971026599407196,0.9481238126754761
lug,,0.9077824354171753,0.9647645354270935,
luo,,0.9324460029602051,0.9568959474563599,
mos,,0.8981629014015198,0.9678051471710205,0.9399019479751587
nya,,0.9314292669296265,0.956946849822998,0.9411859512329102
pcm,,0.9235754013061523,0.9208287596702576,0.9680280089378357
sna,,0.9278653860092163,0.9500939846038818,0.9452450275421143
swa,,0.9278558492660522,0.9482617378234863,0.948562502861023
tsn,,,0.9556334018707275,0.9446369409561157
twi,,0.9396284818649292,0.976182222366333,0.9465978741645813
wol,,0.937347948551178,0.9392883777618408,0.9312651753425598
xho,,0.9108303189277649,0.9603195786476135,0.9221237301826477
yor,,,0.9589709043502808,0.8571637868881226
zul,,0.9326232075691223,0.96999591588974,0.9294022917747498
