,DATE,PER,ORG,LOC
bam,,,0.7214025855064392,0.8765294551849365
bbj,,,0.7965728640556335,0.6723619699478149
ewe,,0.6407914757728577,0.8141142129898071,
fon,,0.600451648235321,0.8601479530334473,0.8099000453948975
hau,,0.6232128143310547,0.8359243869781494,0.7683215141296387
ibo,,,0.8218779563903809,0.8393556475639343
kin,,0.6791736483573914,0.8334836363792419,0.8086815476417542
lug,,0.5986027717590332,0.8473460078239441,
luo,,0.68744957447052,0.7754486203193665,
mos,,0.5698649287223816,0.7952602505683899,
nya,,0.633114218711853,0.7924975752830505,0.7853319644927979
pcm,,0.6240236759185791,,0.8743091821670532
sna,,0.6615242958068848,0.7600536942481995,0.8021249771118164
swa,,0.654751718044281,0.77451092004776,0.8299606442451477
tsn,,,0.8154208660125732,0.830320417881012
twi,,0.6974288821220398,0.85936039686203,0.8300784826278687
wol,,0.6801677346229553,0.772315502166748,0.7172142863273621
xho,,0.6280316114425659,,0.7086862921714783
yor,,,0.7968934774398804,0.5653923749923706
zul,,0.6533589363098145,,0.7021372318267822
