,DATE,PER,ORG,LOC
bam,0.9025378823280334,0.77337247133255,0.783611536026001,0.8709339499473572
bbj,0.829564094543457,0.7972801923751831,0.8823312520980835,0.7359384894371033
ewe,0.7318850159645081,0.7846363186836243,0.9181492328643799,0.8736821413040161
fon,0.8609002828598022,0.7854493856430054,0.9120117425918579,0.8171606063842773
hau,0.9419900178909302,0.7772753834724426,0.9320384860038757,0.8082936406135559
ibo,0.9594000577926636,0.8018183708190918,0.9289925694465637,0.8568787574768066
kin,0.9469756484031677,0.770682156085968,0.920214056968689,0.9184674620628357
lug,0.9166494607925415,0.7369799613952637,0.9061246514320374,0.9336878061294556
luo,0.9246650338172913,0.7812919616699219,0.9287561774253845,0.9206920266151428
mos,0.8124525547027588,0.7762806415557861,0.9078424572944641,0.835070013999939
nya,0.9342626333236694,0.8065221309661865,0.90997713804245,0.8409529328346252
pcm,0.7454624772071838,0.7858136892318726,0.8746272325515747,0.9099916815757751
sna,0.956070601940155,0.8034307956695557,0.9111133813858032,0.8109659552574158
swa,0.8981447815895081,0.7636034488677979,0.87774258852005,0.909939169883728
tsn,0.9435957670211792,0.7885067462921143,0.9125738143920898,0.8720735907554626
twi,0.9156844019889832,0.8062028288841248,0.9571807384490967,0.9082286357879639
wol,0.9208887815475464,0.7975459694862366,0.9084693193435669,0.7860052585601807
xho,0.9627009034156799,0.7866098880767822,0.9017670154571533,0.7833122611045837
yor,0.8489446043968201,0.706898033618927,0.8709409236907959,0.7234068512916565
zul,0.941948413848877,0.790476381778717,0.9177805185317993,0.8682785034179688
