,LOC,PER,DATE,ORG,Mean
lug,0.9427904593885782,0.9875993061714617,0.9143479362536646,0.9302768568457991,0.9437536396648758
kin,0.9245198086179454,0.9496488644052312,0.9155720433052307,0.9534843433118025,0.9358062649100525
ibo,0.8820124902429834,0.9508754557729294,0.940050244182934,0.932483554041182,0.9263554360600073
twi,0.8958008945389011,0.9598964743191787,0.8906689502209674,0.9580084109873649,0.9260936825166031
sna,0.8498491706197789,0.9529103159254354,0.9487024743191397,0.9445059416719122,0.9239919756340667
luo,0.9010978873592158,0.9614929856847619,0.8708608998242905,0.9438395910151468,0.9193228409708537
nya,0.8761922753855605,0.9467572212637954,0.8855015977816758,0.9543171773565514,0.9156920679468957
swa,0.9026443331139408,0.9559208015782888,0.860758270267799,0.9139156430166686,0.9083097619941743
zul,0.8615779502935782,0.9166680320494057,0.9024527130105707,0.9455305814743448,0.9065573192069749
tsn,0.8346083664081282,0.9500720303270513,0.9016091882219551,0.9357938741510293,0.905520864777041
xho,0.7987069939714762,0.9314376836624529,0.9499684510870101,0.9350892972429398,0.9038006064909697
hau,0.7840650822088308,0.9377099351804944,0.8916897272516536,0.9337710168974082,0.8868089403845967
wol,0.7916628937905267,0.9319656204278642,0.8821692801321124,0.9362027488256408,0.8855001357940361
bam,0.8443771099577368,0.9286355671167131,0.8569046640569702,0.8794530930151748,0.8773426085366487
mos,0.8150574022699312,0.9423613000955501,0.8066105559849932,0.9335229287919695,0.874388046785611
ewe,0.8552976435987648,0.944171742832397,0.7555897195086687,0.9398317734203221,0.8737227198400381
fon,0.7693829658296895,0.9427599999514495,0.8057098769788847,0.9242590700702354,0.8605279782075649
pcm,0.8647466030801791,0.954824886771368,0.7060399057569189,0.8972109228941543,0.8557055796256551
yor,0.6693098596811716,0.8658057146815249,0.8301165226840126,0.9109334201323874,0.8190413792947742
bbj,0.6310667131434523,0.943241939255234,0.7690802484152196,0.8421093849614923,0.7963745714438496
