,ORG,PER,LOC,DATE,Mean
twi,0.9900945133124294,0.9106767824347562,0.9802684336220029,0.9820415771055961,0.9657703266186961
sna,0.9873687803733378,0.9033642457941369,0.9792404130154708,0.9899383096632856,0.9649779372115578
luo,0.9846001396673393,0.9047551561893615,0.9863433035863548,0.9826575025374928,0.964589025495137
kin,0.9859131186175388,0.8915414098596507,0.9884973686602668,0.9898803708072046,0.9639580669861652
nya,0.9887016601469254,0.8994452508739308,0.9839278184061638,0.9833451893336617,0.9638549796901704
lug,0.9746631051921271,0.9064210774455772,0.9879291994595234,0.9859944124118903,0.9637519486272794
tsn,0.984421861193425,0.9097507176642824,0.9645516281845264,0.9860262167195617,0.9611876059404488
zul,0.9836894290989602,0.9117998581127623,0.972983626567545,0.9739869224052167,0.960614959046121
mos,0.9844956640994329,0.9094144200784415,0.9654224718939626,0.9789681258085967,0.9595751704701083
ewe,0.9806871737801572,0.913317403488953,0.9658254896160691,0.9744021766069724,0.958558060873038
ibo,0.9786537479583359,0.8959063039469115,0.9731599797899292,0.9847459257055436,0.95811648935018
wol,0.9765681850944404,0.8963785545955315,0.9685710677367118,0.9801504694130259,0.9554170692099274
xho,0.9784312256824814,0.9040531788470183,0.9708480475577218,0.9679602527277716,0.9553231762037483
bam,0.9704243431265211,0.895901229193216,0.9673221363085641,0.9776108816116975,0.9528146475599997
yor,0.9842121873893528,0.8917705940720345,0.9538623544984476,0.9736079153619372,0.950863262830443
swa,0.972014248901171,0.9084477035590262,0.9629148076126072,0.9482403953232224,0.9479042888490067
pcm,0.9697124078364148,0.9126117068408791,0.9734313707301091,0.9345631231113072,0.9475796521296775
fon,0.9771526350200703,0.9065080866165814,0.9567810861425304,0.9491747390931285,0.9474041367180777
bbj,0.970649284811236,0.9031363869046379,0.9468016754656241,0.9576460240565515,0.9445583428095123
hau,0.9751305915092935,0.9069599697597464,0.9562060901314737,0.9329354100870304,0.9428080153718861
