,ORG,LOC,PER,DATE
bam,0.9311150908470154,0.9671413898468018,,
bbj,0.9609004259109497,0.9015991687774658,0.9231054186820984,
ewe,0.9653378129005432,,0.9260947108268738,
fon,0.9753058552742004,0.9488198161125183,0.9168580770492554,
hau,0.9699141383171082,0.9382447600364685,0.926677405834198,
ibo,0.9693458080291748,0.9567340016365051,,
kin,0.9729480147361755,0.9457801580429077,0.9416037201881409,
lug,0.9662219285964966,,0.9080809354782104,
luo,0.9590543508529663,,0.9394482970237732,
mos,0.968546450138092,0.9337548613548279,0.8981700539588928,
nya,0.9616883993148804,0.9457921385765076,0.9339689016342163,
pcm,0.8908204436302185,0.9717488884925842,0.9276076555252075,
sna,0.9531738758087158,0.9495580196380615,0.9358700513839722,
swa,0.952370285987854,0.9553238153457642,0.9264135360717773,
tsn,0.9631534218788147,0.9513770341873169,,
twi,0.9779763221740723,0.9523971080780029,0.9408328533172607,
wol,0.9479659795761108,0.9328034520149231,0.9408326745033264,
xho,,0.9258726835250854,0.9220845103263855,
yor,0.9615212678909302,0.8709954023361206,,
zul,,0.9282421469688416,0.9400384426116943,
