,PER,LOC,ORG,DATE,SWD_mean
bam,0.0064505195309720875,0.006986768788010522,0.00977231113211019,0.008796080785032245,0.008001420059031261
bbj,0.005945332999544917,0.008826671128190355,0.005601300236321549,0.009977401073456349,0.0075876763593782925
ewe,0.0069009588196422555,0.007036642233288148,0.0054548443977182615,0.011393089373086696,0.00769638370593384
fon,0.007249471112118044,0.007653817815480579,0.006186317760239035,0.009542315701310145,0.007657980597286951
hau,0.007170367958224233,0.008972217474365607,0.0074360271669320355,0.010786554053538566,0.00859129166326511
ibo,0.0057848949154504226,0.010163526795167854,0.005657004869135562,0.008652119126963953,0.007564386426679448
kin,0.006875997518363874,0.007752459658149746,0.00606279258727227,0.009384925721860782,0.007519043871411668
lug,0.008279219073301647,0.005803833863865293,0.007743446978565771,0.012005417297132226,0.008457979303216234
luo,0.006503929895188776,0.006179923485433392,0.005527267097022559,0.008558246982829587,0.006692341865118578
mos,0.006796839986236591,0.008122563195229304,0.005673481035955774,0.011131592852052563,0.007931119267368558
nya,0.005552015522880538,0.008584051707657636,0.006702058756673068,0.010224965483757842,0.007765772867742271
pcm,0.005984434520541981,0.007984705925991875,0.0069795800413885445,0.012213238268486748,0.008290489689102287
sna,0.006410893422525987,0.008211913395371084,0.006557471058840747,0.010397509787708259,0.00789444691611152
swa,0.0063522092391394835,0.005972192749140959,0.009094081478906446,0.011793968027632218,0.008303112873704777
tsn,0.006653537515376229,0.006606663520869915,0.006199259090863052,0.008671349829910469,0.007032702489254916
twi,0.005388425680393993,0.006526909831791272,0.005078449929897033,0.009368600235575286,0.006590596419414396
wol,0.006116770669905236,0.009289977354455914,0.006394847350748023,0.009518591954474687,0.007830046832395965
xho,0.007994855094693776,0.008670911597619124,0.007500421454551542,0.00846811947826609,0.008158576906282633
yor,0.007655714958673343,0.01096830849746766,0.007265092552188435,0.01120374086440279,0.009273214218183057
zul,0.006112334174304124,0.007396063576834422,0.0056958897093863925,0.010008994977852126,0.007303320609594266
