,PER,LOC,ORG,DATE
bam,0.9274867177009583,0.9630436301231384,0.9169701337814331,
bbj,0.9284624457359314,0.9107903242111206,0.9617632031440735,
ewe,0.9201550483703613,0.9454169869422913,0.9653315544128418,
fon,0.9140171408653259,0.9393834471702576,0.967035710811615,
hau,0.9261220693588257,0.9363767504692078,0.97151780128479,
ibo,0.9289690852165222,0.9568069577217102,0.9766866564750671,
kin,0.9385586977005005,0.9631083607673645,0.9763325452804565,
lug,0.9282920956611633,0.9454613924026489,0.9617209434509277,
luo,0.9334586262702942,0.9633403420448303,0.978054404258728,
mos,0.9010112285614014,0.9442899227142334,0.9742664098739624,
nya,0.9393966197967529,0.9411859512329102,0.9694719910621643,
pcm,0.9235754013061523,0.9538450241088867,0.9308733344078064,
sna,0.9319410920143127,0.9455175399780273,0.9695914387702942,
swa,0.9263510704040527,0.954618513584137,0.9659149050712585,
tsn,0.9314526319503784,0.9528958797454834,0.9596141576766968,
twi,0.9374263286590576,0.9534069299697876,0.9841722846031189,
wol,0.9388515949249268,0.9312651753425598,0.9618101119995117,
xho,0.91074538230896,0.9241055846214294,0.9588291049003601,
yor,0.899888277053833,0.9102790355682373,0.9645800590515137,
zul,0.9386085271835327,0.9560027122497559,0.9691045880317688,
