,ORG,PER,DATE,LOC,Mean
kin,0.8422888517379761,0.8615239858627319,,0.7705128192901611,0.824775218963623
twi,0.8357664942741394,0.8777908682823181,,0.749618649482727,0.8210586706797282
nya,0.8184976577758789,0.8970822691917419,,0.724577784538269,0.8133859038352966
hau,0.8223218321800232,0.8748205900192261,,0.7174766063690186,0.804873009522756
sna,0.8290612101554871,0.8370906114578247,,0.7439413666725159,0.8033643960952759
lug,0.8361479640007019,0.8421839475631714,,0.7278133034706116,0.802048405011495
zul,0.8378818035125732,0.8171538710594177,,0.7294200658798218,0.7948185801506042
ibo,0.792892336845398,0.8563263416290283,,0.7283819913864136,0.7925335566202799
tsn,0.8164077997207642,0.8246093988418579,,0.7157701253890991,0.7855957746505737
swa,0.7469717264175415,0.8186105489730835,,0.7653914093971252,0.7769912282625834
luo,0.6984918713569641,0.844635009765625,,0.7749172449111938,0.7726813753445944
mos,0.7832257747650146,0.8222911953926086,,0.678964376449585,0.7614937822024027
wol,0.7856904864311218,0.8321704864501953,,0.6401416063308716,0.7526675264040629
bam,0.6827425360679626,0.8181391954421997,,0.748961865901947,0.7499478658040365
ewe,0.7314983010292053,0.798282265663147,,0.6967523097991943,0.7421776254971822
xho,0.8047651052474976,0.7406603097915649,,0.6528177857398987,0.7327477335929871
pcm,0.6795628070831299,0.8388093113899231,,0.6737632155418396,0.7307117780049642
fon,0.7276176810264587,0.7575436234474182,,0.6898412108421326,0.7250008384386698
bbj,0.7081522345542908,0.7693322896957397,,0.5316131711006165,0.669699231783549
yor,0.6823669075965881,,,0.5078909397125244,0.5951289236545563
