,PER,LOC,DATE,ORG,Mean
lug,0.6773661,0.653433,0.57630503,0.64424,0.63783604
kin,0.62637866,0.60338575,0.57048774,0.6127434,0.6032489
nya,0.61420417,0.55989605,0.5480379,0.5840736,0.5765529
xho,0.55143845,0.5670849,0.5834633,0.58396924,0.571489
sna,0.5600748,0.56848586,0.57193434,0.57795715,0.56961304
luo,0.61003274,0.56125015,0.5234607,0.5657673,0.56512773
tsn,0.5925339,0.5142695,0.5278672,0.57280046,0.5518678
zul,0.5778625,0.5475219,0.52068144,0.55877566,0.55121034
wol,0.5711162,0.53027844,0.4989122,0.5600614,0.54009205
twi,0.591268,0.508257,0.48888576,0.53221107,0.5301554
hau,0.5506124,0.51196563,0.5286554,0.5274136,0.5296618
ibo,0.5462793,0.53244853,0.51839,0.5093659,0.526621
swa,0.5795742,0.503572,0.49481663,0.50679046,0.5211883
bam,0.54246795,0.5170476,0.51293296,0.5055119,0.5194901
mos,0.5171587,0.48332292,0.47086254,0.5251844,0.49913213
ewe,0.5235312,0.4810229,0.45665652,0.5170979,0.4945771
pcm,0.5565876,0.4679703,0.42122284,0.49571753,0.48537454
fon,0.5071948,0.4652679,0.4066928,0.48692653,0.46652052
yor,0.4538436,0.43038276,0.43221587,0.4192434,0.4339214
bbj,0.48269647,0.4034723,0.40331998,0.4284791,0.42949197
