,DATE,ORG,PER,LOC,Mean
pcm,,,0.9995825290679932,0.9994943141937256,0.9995384216308594
sna,,0.9998310804367065,0.9994827508926392,0.9989059567451477,0.9994065960248312
luo,,0.9987326264381409,0.9997238516807556,,0.9992282390594482
tsn,,0.9989086985588074,,0.9982473850250244,0.9985780417919159
lug,,0.9961257576942444,0.9998533725738525,,0.9979895651340485
mos,,0.996545135974884,0.9992702007293701,,0.9979076683521271
wol,,0.9984888434410095,0.9991251230239868,0.9952554106712341,0.9976231257120768
kin,,0.9983420372009277,0.9998064637184143,0.9944902062416077,0.9975462357203165
hau,,0.9991824626922607,0.9995934963226318,0.9931075572967529,0.9972945054372152
swa,,0.9965421557426453,0.9984369277954102,0.9960764646530151,0.9970185160636902
bbj,,0.9966157674789429,,0.9968971610069275,0.9967564642429352
yor,,0.998755693435669,,0.994257926940918,0.9965068101882935
ewe,,0.995850682258606,0.9957132935523987,,0.9957819879055023
twi,,0.9989824295043945,0.9990176558494568,0.9891811609268188,0.9957270820935568
ibo,,0.9905150532722473,,0.9977925419807434,0.9941537976264954
bam,,0.9967314004898071,,0.9901947379112244,0.9934630692005157
nya,,0.9979764223098755,0.9960245490074158,0.9858673810958862,0.9932894508043925
xho,,,0.9966106414794922,0.9895558953285217,0.993083268404007
zul,,,0.9900388121604919,0.9895451664924622,0.989791989326477
fon,,0.9967191219329834,0.98906010389328,0.9674445986747742,0.9844079415003458
