,PER,LOC,ORG,DATE,Mean
lug,0.7981308,0.77457213,0.7647711,0.66993904,0.7518532
kin,0.71195227,0.74511755,0.712402,0.67971504,0.7122967
nya,0.73847836,0.7118021,0.7155361,0.66775495,0.70839286
sna,0.6964582,0.70719546,0.7107519,0.6775713,0.69799423
xho,0.6353727,0.6901769,0.70240223,0.6847983,0.6781875
zul,0.70515645,0.69010925,0.6777605,0.63763195,0.6776645
tsn,0.6793411,0.66748345,0.6945189,0.6513139,0.67316437
luo,0.6873188,0.6844444,0.6796609,0.636002,0.6718565
wol,0.6619071,0.65112287,0.661816,0.6322996,0.6517864
hau,0.6545136,0.6425033,0.6436203,0.66084373,0.65037024
ibo,0.6669191,0.6576519,0.6455268,0.6207972,0.64772373
swa,0.64413416,0.62631893,0.63172954,0.608544,0.6276816
twi,0.6394706,0.6207887,0.6495509,0.6001243,0.6274836
ewe,0.6361356,0.619118,0.627676,0.6103548,0.62332106
bam,0.6380105,0.61561096,0.6074661,0.63056916,0.6229142
mos,0.6525785,0.59880483,0.6267044,0.6058148,0.6209756
pcm,0.60811335,0.5798975,0.60185534,0.5625842,0.5881126
yor,0.5877083,0.5881009,0.59874153,0.5740036,0.58713853
fon,0.6040762,0.5768376,0.58204925,0.5315956,0.57363963
bbj,0.57851905,0.52622,0.52511996,0.5474279,0.5443217
