,ORG,PER,DATE,LOC
bam,0.9710838198661804,,,
bbj,0.9707013368606567,,,0.93122398853302
ewe,0.9738181829452515,0.9746776819229126,,
fon,,0.9728490710258484,,
hau,0.9727829694747925,0.9761546850204468,,
ibo,0.9744579195976257,,,0.9654937386512756
kin,0.9687445163726807,,,
lug,0.9718618392944336,0.9719493985176086,,
luo,0.9635651707649231,0.9642709493637085,,
mos,0.980816125869751,0.9762834906578064,,
nya,0.9762316346168518,,,
pcm,,0.9730367660522461,,0.9612639546394348
sna,,0.9754065871238708,,0.9720450043678284
swa,,0.9755839705467224,,
tsn,0.9752505421638489,,,0.9672001600265503
twi,,0.9831663966178894,,
wol,0.9714116454124451,,,
xho,,0.963779866695404,,0.9670933485031128
yor,0.9767083525657654,,,0.9439271688461304
zul,,,,0.9602414965629578
