,ORG,PER,DATE,LOC
bam,0.9967716336250305,,,
bbj,0.9969719648361206,,,
ewe,0.9974309802055359,0.9955659508705139,,
fon,,0.9954339861869812,,
hau,0.9881269335746765,0.995210587978363,,
ibo,0.997649073600769,,,0.9971893429756165
kin,0.9976281523704529,,,
lug,0.9971073865890503,0.9934509992599487,,
luo,0.9971654415130615,0.9946869611740112,,
mos,0.9983175992965698,0.9955641627311707,,
nya,0.9978626370429993,,,
pcm,,0.9947207570075989,,0.9970384836196899
sna,,0.9926977753639221,,0.9978238940238953
swa,,0.9944831728935242,,
tsn,0.9981136918067932,,,0.9974110722541809
twi,,0.99607253074646,,
wol,0.9975643754005432,,,
xho,,0.9947733283042908,,0.9975893497467041
yor,0.9977177381515503,,,0.9947444796562195
zul,,,,0.9967690110206604
