,LOC,ORG,DATE,PER,Mean
twi,,,,0.9717207551002502,0.9717207551002502
hau,,0.9669802784919739,,0.9726821780204773,0.9698312282562256
swa,,,,0.9642301201820374,0.9642301201820374
nya,,0.9612433314323425,,,0.9612433314323425
lug,,0.9675626754760742,,0.9484782814979553,0.9580204784870148
mos,,0.961870014667511,,0.952709436416626,0.9572897255420685
luo,,0.9540692567825317,,0.9589887261390686,0.9565289914608002
sna,0.9462668299674988,,,0.9617789387702942,0.9540228843688965
fon,,,,0.9511943459510803,0.9511943459510803
ewe,,0.9401636123657227,,0.958294689655304,0.9492291510105133
kin,,0.9492282271385193,,,0.9492282271385193
wol,,0.9484362602233887,,,0.9484362602233887
ibo,0.9372844099998474,0.9560271501541138,,,0.9466557800769806
pcm,0.9307865500450134,,,0.9574630856513977,0.9441248178482056
tsn,0.9295006990432739,0.9528825283050537,,,0.9411916136741638
xho,0.9270679950714111,,,0.9320704936981201,0.9295692443847656
zul,0.9268814325332642,,,,0.9268814325332642
bam,,0.926668107509613,,,0.926668107509613
yor,0.8598994612693787,0.9456084966659546,,,0.9027539789676666
bbj,0.8600565791130066,0.943362832069397,,,0.9017097055912018
