,PER,DATE,LOC,ORG,Mean
fon,0.9999883770942688,,0.9999986290931702,0.9999982118606567,0.9999980341929656
xho,0.9999880790710449,,0.9999979138374329,0.9999985694885254,0.9999978507940586
yor,,,0.9999966621398926,0.999998927116394,0.9999977946281433
nya,0.9999834895133972,,0.9999988079071045,0.9999978542327881,0.9999977602408483
zul,0.9999847412109375,,0.9999990463256836,0.9999973773956299,0.9999976937587445
ibo,0.9999741911888123,,0.9999985694885254,0.9999985694885254,0.9999976318616134
kin,0.9999704957008362,,0.9999988675117493,0.9999983310699463,0.9999975183835397
wol,0.9999881982803345,,0.9999978542327881,0.9999976754188538,0.9999973968817637
ewe,0.9999889135360718,,0.9999977946281433,0.9999969005584717,0.9999970232064908
sna,0.9999871253967285,,0.9999944567680359,0.9999980330467224,0.9999958941569695
lug,0.999981164932251,,0.9999969601631165,0.9999958276748657,0.9999958081887319
luo,0.9999914169311523,,0.9999930262565613,0.9999982118606567,0.9999954574383222
hau,0.999970018863678,,0.9999945163726807,0.9999983310699463,0.999995408149866
bam,0.9999749660491943,,0.9999987483024597,0.9999935626983643,0.999995340521519
pcm,0.9999805092811584,,0.9999951720237732,0.9999964833259583,0.999995238505877
twi,0.9999741315841675,,0.9999940991401672,0.9999976754188538,0.9999950505219973
bbj,0.9999753832817078,,0.9999929666519165,0.9999986290931702,0.9999950126959727
mos,0.9999749064445496,,0.9999932646751404,0.999996542930603,0.9999941346737055
swa,0.9999805092811584,,0.9999911785125732,0.9999973177909851,0.9999937197336783
tsn,0.999982476234436,,0.9999921917915344,0.9999952912330627,0.9999933082323808
