,PER,ORG,DATE,LOC
bam,0.9999973773956299,0.9999955892562866,0.9999971985816956,0.9999974966049194
bbj,0.9999971389770508,0.9999970197677612,0.999995768070221,0.9999956488609314
ewe,0.9999985694885254,0.9999927282333374,0.999997615814209,0.9999975562095642
fon,0.9999985694885254,0.999994158744812,0.9999921917915344,0.9999980926513672
hau,0.9999988675117493,0.9999968409538269,0.9999961256980896,0.9999976754188538
ibo,0.999998927116394,0.9999969005584717,0.9999979138374329,0.999997079372406
kin,0.999996542930603,0.9999975562095642,0.9999974370002747,0.999998927116394
lug,0.9999980330467224,0.9999961853027344,0.999995231628418,0.9999997615814209
luo,0.9999986290931702,0.9999986290931702,0.9999964833259583,0.9999979734420776
mos,0.9999984502792358,0.9999969601631165,0.9999958276748657,0.9999985694885254
nya,0.9999958872795105,0.999998927116394,0.9999937415122986,0.9999943971633911
pcm,0.9999985694885254,0.9999971389770508,0.9999932646751404,0.999997615814209
sna,0.999995768070221,0.9999990463256836,0.9999903440475464,0.9999939203262329
swa,0.9999980926513672,0.999997615814209,0.9999901056289673,0.9999992847442627
tsn,0.9999991655349731,0.9999962449073792,0.9999977946281433,0.9999989867210388
twi,0.999999463558197,0.9999973177909851,0.9999958872795105,0.9999997615814209
wol,0.9999979138374329,0.9999964237213135,0.9999947547912598,0.9999939203262329
xho,0.9999953508377075,0.9999984502792358,0.9999955296516418,0.9999974966049194
yor,0.9999964833259583,0.9999945759773254,0.9999954700469971,0.9999982118606567
zul,0.9999955296516418,0.9999978542327881,0.9999968409538269,0.9999983310699463
