,PER,DATE,ORG,LOC
bam,0.9518526792526245,0.9590678215026855,0.9454044699668884,0.9344400763511658
bbj,0.9658833146095276,0.952792763710022,0.968276858329773,0.9063435196876526
ewe,0.9732893705368042,0.9499664902687073,0.9802275896072388,0.948617160320282
fon,0.9688959717750549,0.9564359784126282,0.9762071967124939,0.9223415851593018
hau,0.9687233567237854,0.9378919005393982,0.9622265696525574,0.8985726237297058
ibo,0.966675341129303,0.9798910617828369,0.9843634366989136,0.9408291578292847
kin,0.9644142985343933,0.9659535884857178,0.9836927652359009,0.9571527242660522
lug,0.9953073263168335,0.9645442962646484,0.9456505179405212,0.9605652689933777
luo,0.9648481011390686,0.9689099192619324,0.9732741117477417,0.9508281946182251
mos,0.9697756767272949,0.9397516846656799,0.9768357872962952,0.9316338300704956
nya,0.9728884696960449,0.9655826091766357,0.9816128611564636,0.9489217400550842
pcm,0.9788221716880798,0.9010097980499268,0.9482211470603943,0.9489505290985107
sna,0.9761359095573425,0.9674512147903442,0.9796896576881409,0.9406871199607849
swa,0.9774134755134583,0.8994868397712708,0.9545813798904419,0.9598641991615295
tsn,0.9775557518005371,0.9672463536262512,0.9631232023239136,0.9493664503097534
twi,0.9724354147911072,0.9694346785545349,0.9862826466560364,0.9591150879859924
wol,0.9665815234184265,0.9697679281234741,0.9680020213127136,0.9361096024513245
xho,0.9647737145423889,0.9687569737434387,0.9651479125022888,0.9349133968353271
yor,0.9555378556251526,0.9629574418067932,0.973993718624115,0.9120330810546875
zul,0.9701562523841858,0.9662742614746094,0.9766834378242493,0.9440513849258423
