,PER,DATE,ORG,LOC
bam,0.971764326095581,,0.9301005005836487,0.9537103176116943
bbj,0.9653609991073608,,0.947714626789093,0.9184845089912415
ewe,0.9753823280334473,,0.9684137105941772,0.9653218984603882
fon,0.9679809808731079,,0.9622675180435181,0.9447969794273376
hau,0.9657521843910217,,0.9511626958847046,0.9398594498634338
ibo,0.9687349200248718,,0.9664173722267151,0.9511111974716187
kin,0.9745683073997498,,0.9699220061302185,0.9776907563209534
lug,0.9772835373878479,,0.9672813415527344,0.9601935148239136
luo,0.9761292934417725,,0.9533688426017761,0.9591816067695618
mos,0.9720034003257751,,0.96198970079422,0.9409383535385132
nya,0.9828722476959229,,0.9679772853851318,0.9622122645378113
pcm,0.9776278734207153,,0.9598490595817566,0.9671134948730469
sna,0.968464732170105,,0.9655371308326721,0.9577962756156921
swa,0.9779664278030396,,0.9536218643188477,0.9622053503990173
tsn,0.9775782227516174,,0.9707338809967041,0.9734741449356079
twi,0.9778821468353271,,0.9747143983840942,0.9593076109886169
wol,0.9684235453605652,,0.9671328663825989,0.9501739144325256
xho,0.9493085145950317,,0.9642472267150879,0.9534178376197815
yor,,,0.9561545848846436,0.9118323922157288
zul,0.9634523391723633,,0.968717634677887,0.9635283350944519
