,PER,LOC,DATE,ORG
bam,0.9999648332595825,0.9999697804450989,0.9999808669090271,0.9999745488166809
bbj,0.9999771118164062,0.9999837875366211,0.9999868273735046,0.9999906420707703
ewe,0.999958336353302,0.9999864101409912,0.9999873638153076,0.9999904632568359
fon,0.9999613761901855,0.9999766945838928,0.9999688863754272,0.9999855160713196
hau,0.9999839067459106,0.9999880790710449,0.9999760389328003,0.999988317489624
ibo,0.9999693632125854,0.999980092048645,0.9999802708625793,0.9999889135360718
kin,0.999977707862854,0.9999962449073792,0.9999963641166687,0.9999972581863403
lug,0.9999828934669495,0.9999969601631165,0.9999967217445374,0.9999967217445374
luo,0.9999781847000122,0.9999939799308777,0.9999949336051941,0.9999940395355225
mos,0.9999653697013855,0.9999843835830688,0.9999767541885376,0.9999916553497314
nya,0.999983549118042,0.9999940991401672,0.9999967217445374,0.9999975562095642
pcm,0.999982476234436,0.9999906420707703,0.9999875426292419,0.9999881982803345
sna,0.999973714351654,0.999992847442627,0.9999943971633911,0.9999974370002747
swa,0.9999839067459106,0.9999917149543762,0.9999842047691345,0.9999894499778748
tsn,0.9999813437461853,0.9999957084655762,0.9999967813491821,0.9999939203262329
twi,0.9999697208404541,0.9999883770942688,0.9999831318855286,0.9999925494194031
wol,0.9999692440032959,0.999983549118042,0.9999925494194031,0.9999936819076538
xho,0.999973714351654,0.9999912977218628,0.9999951720237732,0.9999964833259583
yor,0.9999735951423645,0.9999844431877136,0.9999774098396301,0.9999910593032837
zul,0.9999826550483704,0.9999913573265076,0.9999879598617554,0.9999964833259583
