,PER,LOC,DATE,ORG
bam,0.9999697804450989,0.9999963045120239,0.9999914169311523,0.9999939799308777
bbj,0.9999738335609436,0.9999915361404419,0.999967098236084,0.9999955296516418
ewe,0.9999938607215881,0.9999974370002747,0.9999698996543884,0.9999972581863403
fon,0.9999954104423523,0.9999962449073792,0.9999887943267822,0.9999969601631165
hau,0.9999844431877136,0.9999937415122986,0.9999563694000244,0.99998939037323
ibo,0.9999929070472717,0.9999966621398926,0.9999934434890747,0.9999955296516418
kin,0.9999945759773254,0.9999963045120239,0.9999886751174927,0.9999983906745911
lug,0.9999915957450867,0.9999972581863403,0.9999930262565613,0.9999961256980896
luo,0.9999963045120239,0.9999963045120239,0.9999909996986389,0.9999972581863403
mos,0.9999599456787109,0.9999948143959045,0.9999778866767883,0.9999951124191284
nya,0.9999966025352478,0.9999977350234985,0.9999793767929077,0.9999986290931702
pcm,0.9999865889549255,0.9999949336051941,0.9999877214431763,0.9999921917915344
sna,0.999997615814209,0.999997079372406,0.9999877214431763,0.9999977946281433
swa,0.9999940991401672,0.9999915361404419,0.999986469745636,0.9999932050704956
tsn,0.9999970197677612,0.9999962449073792,0.9999911785125732,0.9999978542327881
twi,0.9999846816062927,0.9999939203262329,0.9999852776527405,0.999994695186615
wol,0.9999957084655762,0.9999966621398926,0.9999845027923584,0.9999973773956299
xho,0.9999935030937195,0.9999967813491821,0.9999913573265076,0.9999979734420776
yor,0.9999963641166687,0.9999967813491821,0.9999946355819702,0.9999788999557495
zul,0.9999955296516418,0.9999960064888,0.9999924898147583,0.9999980330467224
