,PER,LOC,DATE,ORG
bam,0.9999539256095886,0.9999767541885376,0.999983012676239,0.9999749660491943
bbj,0.9999700784683228,0.9999836683273315,0.9999789595603943,0.9999893307685852
ewe,0.999961793422699,0.9999905228614807,0.9999849200248718,0.9999871850013733
fon,0.999942421913147,0.9999806880950928,0.9999728798866272,0.9999825954437256
hau,0.9999681115150452,0.9999913573265076,0.9999699592590332,0.9999902248382568
ibo,0.9999671578407288,0.9999869465827942,0.9999943375587463,0.9999840259552002
kin,0.9999731183052063,0.9999911785125732,0.9999887943267822,0.9999935030937195
lug,0.9999691247940063,0.9999963045120239,0.9999911785125732,0.9999951720237732
luo,0.9999681115150452,0.999993622303009,0.9999881386756897,0.9999866485595703
mos,0.9999561309814453,0.9999871850013733,0.999981164932251,0.9999894499778748
nya,0.9999720454216003,0.999990701675415,0.9999869465827942,0.999994158744812
pcm,0.9999592900276184,0.9999881982803345,0.9999837875366211,0.9999818801879883
sna,0.9999629855155945,0.9999890923500061,0.9999869465827942,0.9999954700469971
swa,0.9999656081199646,0.9999904632568359,0.9999850988388062,0.9999875426292419
tsn,0.9999672174453735,0.999989926815033,0.9999911785125732,0.9999890327453613
twi,0.9999539852142334,0.9999842643737793,0.9999662041664124,0.9999892115592957
wol,0.9999588131904602,0.9999856352806091,0.999986469745636,0.999987781047821
xho,0.9999656081199646,0.9999908804893494,0.9999934434890747,0.9999938011169434
yor,0.999970555305481,0.9999866485595703,0.9999856352806091,0.9999902248382568
zul,0.9999732375144958,0.9999885559082031,0.999990701675415,0.999992847442627
