,PER,DATE,ORG,LOC,Mean
kin,0.9834291808854544,0.9781302988973165,0.9887444868675832,0.9849330894063394,0.9838092640141735
lug,0.9960979211907193,0.9746951826934492,0.9770511275226891,0.9817210173802136,0.9823913121967678
twi,0.9882425560688411,0.9709862378632292,0.9884264720354863,0.9753098439132495,0.9807412774702016
sna,0.9858930833263546,0.9857501340425028,0.9872948645517493,0.9599156016692022,0.9797134208974522
nya,0.9855280440625942,0.9729496315477391,0.9879986834252057,0.9693856557731768,0.9789655037021789
ibo,0.9840495162429114,0.9803444228212976,0.9774332006386509,0.9706622226244547,0.9781223405818287
luo,0.9878029090152982,0.9639034538010032,0.9847748867306555,0.9754534323464641,0.9779836704733553
swa,0.9905563679876526,0.9501312823207023,0.9777880976590402,0.9724689924076806,0.9727361850937689
tsn,0.984752527571812,0.9743614319044142,0.9781727977207461,0.9505655090840929,0.9719630665702662
hau,0.9812075600935405,0.9725363592691977,0.980995506781224,0.9498121880131706,0.9711379035392832
xho,0.9719847307858568,0.9864404689143081,0.9746788294981187,0.9441082619579342,0.9693030727890544
zul,0.9726234487538391,0.9684188654721901,0.9829641916916084,0.9514926062561574,0.9688747780434487
wol,0.9814775834924733,0.966888893517699,0.9797907183479565,0.947143101356929,0.9688250741787645
mos,0.9831927490782031,0.9452979325033651,0.9805763824683471,0.9522992653220014,0.9653415823429791
ewe,0.9818575466343399,0.942371224241311,0.9803412317158939,0.9566144999612244,0.9652961256381923
bam,0.9783454469185227,0.9640710618704497,0.9572349937743351,0.958923504506172,0.9646437517673698
pcm,0.9883584587448324,0.9049579250090393,0.9708164570687584,0.9654128155237051,0.9573864140865839
fon,0.9762126221091217,0.9275046704117599,0.9683681503686568,0.9415576440850141,0.9534107717436382
yor,0.9584364153419274,0.9386953361352922,0.973752225170399,0.9082436376245617,0.944781903568045
bbj,0.983769123073468,0.9306743761206505,0.9435398671905321,0.8958273702246221,0.9384526841523182
