,ORG,DATE,PER,LOC,Mean
lug,0.9782869815826416,,0.9358574151992798,,0.9751440507394297
twi,0.982852041721344,,0.9609708189964294,0.9650459289550781,0.9734498250942963
ibo,0.9742204546928406,,,0.9687645435333252,0.9714924991130829
kin,0.9753426313400269,,0.9622215032577515,0.9671550989151001,0.9709016589018015
luo,0.9689846634864807,,0.9617334008216858,,0.9684475329187181
swa,0.9627416133880615,,0.9512605667114258,0.9738752245903015,0.967652732363114
fon,0.9797343015670776,,0.9447914361953735,0.955890953540802,0.9669271971170719
mos,0.9738965034484863,,0.9364100098609924,0.9585230350494385,0.9650636246571174
sna,0.9588540196418762,,0.9561184048652649,0.9695296287536621,0.9638813080695959
zul,0.9756654500961304,,0.9601442217826843,0.9498881697654724,0.9626755565404892
ewe,0.9760858416557312,,0.9494799375534058,0.9497435688972473,0.962397983440986
tsn,0.9704208374023438,,,0.9540759325027466,0.9622483849525452
hau,0.9700902700424194,,0.9553736448287964,0.9544545412063599,0.962007068670713
bam,0.952152669429779,,0.9280741214752197,0.9727914333343506,0.9611490540779554
pcm,0.9448633790016174,,0.9529462456703186,0.9770641326904297,0.9606553900700349
xho,0.9699035882949829,,0.9473330974578857,0.9518066644668579,0.960335048345419
nya,0.9661234617233276,,0.9506610631942749,0.9525124430656433,0.9589849951175543
wol,0.9585919380187988,,0.9640477895736694,0.9564428925514221,0.9577685835269781
bbj,0.9700061678886414,,0.9630306959152222,0.9410701990127563,0.9558263570070267
yor,0.9701522588729858,,,0.9073531627655029,0.9387527108192444
