,LOC,DATE,ORG,PER,Mean
lug,,,0.8658217191696167,0.6070870161056519,0.846656185609323
twi,0.8125730752944946,,0.8642547130584717,0.6568407416343689,0.8314303113864019
tsn,0.8045539855957031,,0.8273098468780518,,0.8159319162368774
nya,0.8201408982276917,,0.8160346746444702,0.6820580363273621,0.812855872970361
kin,0.7841894626617432,,0.8567475080490112,0.6131906509399414,0.8124962609547836
ibo,0.8106319904327393,,0.7955701351165771,,0.8031010627746582
sna,0.79930579662323,,0.8134199976921082,0.6251869201660156,0.7993945903502978
hau,0.7396395206451416,,0.8261554837226868,0.6378660798072815,0.7773193705540437
swa,0.7938722968101501,,0.7616527080535889,0.6370849609375,0.7723518277590091
ewe,,,0.7780078053474426,0.578302264213562,0.7632148023004885
bam,0.7967076301574707,,0.7217061519622803,,0.7592068910598755
mos,,,0.7639802098274231,0.5751030445098877,0.7499893086927908
fon,0.7496768832206726,,0.7601296901702881,0.5719533562660217,0.747866750909732
pcm,0.7249719500541687,,,0.6216676831245422,0.7173197821334556
wol,0.6784275770187378,,0.7566236853599548,0.6231018900871277,0.7138939488392609
luo,,,0.7143246531486511,0.6360923051834106,0.7085296644104851
xho,0.7105487585067749,,,0.6032204627990723,0.7025985143802784
zul,0.6922930479049683,,,0.6572889685630798,0.6897001531389024
bbj,0.6250610947608948,,0.703384518623352,,0.6642228066921234
yor,0.5835960507392883,,0.707796573638916,,0.6456963121891022
