,LOC,DATE,PER,ORG
bam,0.999997079372406,,0.9999879002571106,0.9999984502792358
bbj,0.999993085861206,,0.9999943375587463,0.9999913573265076
ewe,0.9999973773956299,,0.9999942183494568,0.9999989867210388
fon,0.9999613165855408,,0.9999924302101135,0.9999980926513672
hau,0.9999886155128479,,0.9999915361404419,0.9999988675117493
ibo,0.9999634623527527,,,0.9999966025352478
kin,0.9999966621398926,,0.9999883770942688,0.9999849200248718
lug,,,0.9999905228614807,0.9999799728393555
luo,,,0.9999796748161316,0.9999913573265076
mos,0.999992311000824,,0.9999918937683105,0.9999977350234985
nya,0.9999961256980896,,0.9999955892562866,0.9999906420707703
pcm,0.9999583959579468,,0.9999853372573853,0.9999890923500061
sna,0.9999945163726807,,0.9999956488609314,0.9999935626983643
swa,0.9999950528144836,,0.999986469745636,0.9999799728393555
tsn,0.9999975562095642,,,0.9999825954437256
twi,0.9999973773956299,,0.9999902844429016,0.9999988079071045
wol,0.9999936819076538,,0.999992847442627,0.9999926090240479
xho,0.999988853931427,,0.9999939799308777,0.9999855160713196
yor,0.9999498724937439,,,0.9999979138374329
zul,0.9999983310699463,,0.9999933242797852,0.999993622303009
