,DATE,PER,ORG,LOC,Mean
pcm,,0.9510411024093628,,0.9793913960456848,0.9763538645846503
hau,,0.9590674638748169,0.9762864708900452,,0.9744415772812707
lug,,0.9311054348945618,0.977452278137207,,0.9724865449326379
mos,,0.9270983934402466,0.976650059223175,,0.9713409521750042
ibo,,,0.9696731567382812,0.9720639586448669,0.9708685576915741
nya,,,0.9701904654502869,,0.9701904654502869
luo,,0.9659556150436401,0.9701727032661438,,0.9697208723851612
sna,,0.9615914225578308,,0.9698644280433655,0.9689780345984867
kin,,,0.9660062789916992,,0.9660062789916992
ewe,,0.9525976181030273,0.9674572944641113,,0.9658651862825666
tsn,,,0.9710462093353271,0.9582996368408203,0.9646729230880737
twi,,0.9643926620483398,,,0.9643926620483398
bam,,,0.9641088247299194,,0.9641088247299194
wol,,,0.9632850289344788,,0.9632850289344788
xho,,0.9550509452819824,,0.9517514705657959,0.9521049857139587
swa,,0.9512035846710205,,,0.9512035846710205
zul,,,,0.9497633576393127,0.9497633576393127
bbj,,,0.9711074829101562,0.9230216145515442,0.9470645487308502
yor,,,0.972871720790863,0.9159857630729675,0.9444287419319153
fon,,0.9377486705780029,,,0.9377486705780029
