layer,model,rank_type,language,cosine,config
1,mbert,top5,nya,0.9994820901495547,use1_use1_con0_max250_bat64
1,mbert,top5,lug,0.9994608806321865,use1_use1_con0_max250_bat64
1,mbert,top5,swa,0.9993193471594786,use1_use1_con0_max250_bat64
1,mbert,top5,bam,0.9991309234870911,use1_use1_con0_max250_bat64
1,mbert,top5,kin,0.9989620259564629,use1_use1_con0_max250_bat64
1,mbert,worst5,ewe,0.9955999311426651,use1_use1_con0_max250_bat64
1,mbert,worst5,bbj,0.9964921801897009,use1_use1_con0_max250_bat64
1,mbert,worst5,xho,0.9977422762068882,use1_use1_con0_max250_bat64
1,mbert,worst5,yor,0.9979059869999377,use1_use1_con0_max250_bat64
1,mbert,worst5,hau,0.9983666235968609,use1_use1_con0_max250_bat64
2,mbert,top5,nya,0.9999133068465105,use1_use1_con0_max250_bat64
2,mbert,top5,lug,0.9998874140743725,use1_use1_con0_max250_bat64
2,mbert,top5,swa,0.9998688751137039,use1_use1_con0_max250_bat64
2,mbert,top5,bam,0.9998563203250799,use1_use1_con0_max250_bat64
2,mbert,top5,kin,0.999831131268377,use1_use1_con0_max250_bat64
2,mbert,worst5,ewe,0.9992694223938334,use1_use1_con0_max250_bat64
2,mbert,worst5,bbj,0.99937344414246,use1_use1_con0_max250_bat64
2,mbert,worst5,xho,0.999632665123709,use1_use1_con0_max250_bat64
2,mbert,worst5,yor,0.999645961903914,use1_use1_con0_max250_bat64
2,mbert,worst5,tsn,0.9997429942802105,use1_use1_con0_max250_bat64
3,mbert,top5,swa,0.99997094378679,use1_use1_con0_max250_bat64
3,mbert,top5,lug,0.9999700459671726,use1_use1_con0_max250_bat64
3,mbert,top5,bam,0.999969379679982,use1_use1_con0_max250_bat64
3,mbert,top5,twi,0.9999645608620582,use1_use1_con0_max250_bat64
3,mbert,top5,fon,0.9999633129703207,use1_use1_con0_max250_bat64
3,mbert,worst5,bbj,0.9998360472312505,use1_use1_con0_max250_bat64
3,mbert,worst5,ewe,0.9998478893158874,use1_use1_con0_max250_bat64
3,mbert,worst5,xho,0.9999269453986894,use1_use1_con0_max250_bat64
3,mbert,worst5,yor,0.9999301778779286,use1_use1_con0_max250_bat64
3,mbert,worst5,tsn,0.999938906214126,use1_use1_con0_max250_bat64
