,LOC,PER,ORG,DATE
bam,0.9999896883964539,0.9999678134918213,0.9999927282333374,0.9999935626983643
bbj,0.999994158744812,0.9999778270721436,0.9999468326568604,0.9999122023582458
ewe,0.999994158744812,0.9999810457229614,0.9999986886978149,0.9998117685317993
fon,0.9999029040336609,0.9999716877937317,0.9999952912330627,0.999991774559021
hau,0.9999827742576599,0.9999657869338989,0.9999754428863525,0.9999741315841675
ibo,0.9999931454658508,0.9999805092811584,0.9999632239341736,0.9999909996986389
kin,0.999995231628418,0.999967098236084,0.999998927116394,0.9999982118606567
lug,0.9999964237213135,0.9999751448631287,0.9999955892562866,0.9999958276748657
luo,0.9999919533729553,0.9999799728393555,0.9999985098838806,0.9999918341636658
mos,0.9999879002571106,0.9999675750732422,0.9999973773956299,0.9999955892562866
nya,0.9999931454658508,0.9999822378158569,0.9999980330467224,0.9999932050704956
pcm,0.9999479055404663,0.9999517202377319,0.9999939203262329,0.9999942779541016
sna,0.9999918937683105,0.9999825358390808,0.9999985098838806,0.9999958872795105
swa,0.9999791383743286,0.9999716877937317,0.9999833106994629,0.999910295009613
tsn,0.9999916553497314,0.9999663829803467,0.9999988675117493,0.9999963641166687
twi,0.9999916553497314,0.9999845623970032,0.9999992847442627,0.999991238117218
wol,0.9999911785125732,0.9999653697013855,0.9999969005584717,0.9999935030937195
xho,0.999992311000824,0.9999676942825317,0.999997079372406,0.9999975562095642
yor,0.9999912977218628,0.9999826550483704,0.9999986290931702,0.9999935030937195
zul,0.9999891519546509,0.9999661445617676,0.9999969005584717,0.9999934434890747
