Language,Cosine_Similarity
lug,0.9642567
zul,0.95410377
xho,0.9519459
kin,0.9492078
nya,0.9216076
sna,0.9178397
luo,0.9006087
tsn,0.89813113
hau,0.87869614
wol,0.86528826
ibo,0.85316956
twi,0.84231156
bam,0.8357879
ewe,0.8334669
mos,0.8101069
swa,0.7732328
pcm,0.739992
fon,0.71335256
yor,0.68561286
bbj,0.67413485
