,PER,ORG,DATE,LOC
bam,0.9999676942825317,0.999981701374054,0.9999908804893494,0.9999773502349854
bbj,0.9999499320983887,0.9999949932098389,0.999991238117218,0.9999520778656006
ewe,0.9999522566795349,0.9999892115592957,0.9999857544898987,0.9999902248382568
fon,0.9999321699142456,0.9999886751174927,0.9999739527702332,0.9999815225601196
hau,0.999951183795929,0.9999961256980896,0.9999849200248718,0.9999678730964661
ibo,0.9999606609344482,0.999991774559021,0.999997615814209,0.9999570846557617
kin,0.9999762177467346,0.9999898076057434,0.9999966621398926,0.9999940991401672
lug,0.9999600648880005,0.9999789595603943,0.9999951720237732,0.9999855756759644
luo,0.9999842643737793,0.9999837279319763,0.9999951124191284,0.9999927282333374
mos,0.9999329447746277,0.9999871253967285,0.9999861717224121,0.9999746084213257
nya,0.9999743700027466,0.9999774694442749,0.9999697208404541,0.9999770522117615
pcm,0.9999613165855408,0.9999362230300903,0.9999160766601562,0.9999898672103882
sna,0.9999687671661377,0.9999561309814453,0.9999880194664001,0.9999843239784241
swa,0.9999597668647766,0.9999288320541382,0.9999305605888367,0.9999908208847046
tsn,0.9999594688415527,0.999968409538269,0.9999971985816956,0.9999900460243225
twi,0.9999634623527527,0.9999892711639404,0.9999935030937195,0.9999926090240479
wol,0.999945878982544,0.9999704360961914,0.9999956488609314,0.9999757409095764
xho,0.9999353885650635,0.9999825954437256,0.9999693036079407,0.9999719858169556
yor,0.9999540448188782,0.9999783635139465,0.9999931454658508,0.9999421238899231
zul,0.9999592900276184,0.9999849796295166,0.9999933838844299,0.9999891519546509
