,PER,LOC,ORG,DATE,Mean
kin,0.7777611,0.9382807,0.95088387,0.92080027,0.89693147
lug,0.73203135,0.98400986,0.9527576,0.88182557,0.8876561
luo,0.7575482,0.93667245,0.9531264,0.893955,0.8853255
swa,0.7645684,0.9389933,0.95931953,0.84739614,0.8775693
twi,0.75384724,0.9193387,0.9509301,0.87175506,0.87396777
ibo,0.73011565,0.88790166,0.9400774,0.92230415,0.8700997
tsn,0.77316624,0.8486242,0.93062323,0.8961415,0.8621388
nya,0.73112273,0.86024415,0.9525442,0.8681012,0.853003
wol,0.7649349,0.80299836,0.93911874,0.8979246,0.85124415
hau,0.7507099,0.8042736,0.92450345,0.9188805,0.84959185
sna,0.68408364,0.83693475,0.9364929,0.9376917,0.8488008
fon,0.7443477,0.8513292,0.939747,0.8566227,0.8480116
xho,0.77775186,0.7563005,0.8878391,0.96255225,0.84611094
zul,0.71453243,0.8470784,0.9243336,0.893371,0.84482884
bam,0.72803843,0.8932384,0.8978685,0.8533987,0.8431361
ewe,0.754838,0.9306742,0.92994493,0.7519938,0.8418627
mos,0.745413,0.83048344,0.9433589,0.78579515,0.82626265
pcm,0.7498002,0.9172927,0.9297457,0.68844014,0.82131964
bbj,0.76647305,0.7461916,0.8662169,0.7754312,0.78857815
yor,0.6390963,0.68915933,0.84604716,0.83282995,0.7517832
