,DATE,LOC,ORG,PER
bam,,0.9061682224273682,0.9012196660041809,
bbj,,0.8149561285972595,0.921504557132721,
ewe,,,0.9127614498138428,0.9314008951187134
fon,,0.8917145133018494,0.9371068477630615,0.9287031888961792
hau,,0.8645371198654175,0.9537996053695679,0.9596917033195496
ibo,,0.8981293439865112,0.9380621314048767,
kin,,0.9051525592803955,0.9105340242385864,0.9443124532699585
lug,,,0.9533814787864685,0.9412320256233215
luo,,,0.9004952311515808,0.9356876611709595
mos,,,0.9377368688583374,0.9297723770141602
nya,,0.88621586561203,0.922945499420166,
pcm,,0.8890577554702759,,0.938990592956543
sna,,0.8827376365661621,,0.95609050989151
swa,,0.891833484172821,0.8363198041915894,0.9279870986938477
tsn,,0.8818524479866028,0.936356782913208,
twi,,0.917920708656311,0.9604625701904297,0.9604601860046387
wol,,0.8870118260383606,0.9245304465293884,0.9471075534820557
xho,,0.8611987233161926,,0.8940766453742981
yor,,0.7788031101226807,0.916641891002655,
zul,,0.8757210373878479,,
