,PER,LOC,ORG,DATE,Mean
lug,0.9270812273025513,0.9922018647193909,0.9939022660255432,0.9789987802505493,0.9871659426907309
xho,0.9382829666137695,0.9871606826782227,0.9880383014678955,0.9877649545669556,0.9866865740882026
zul,0.9509788751602173,0.9882180690765381,0.9934985041618347,0.9794980883598328,0.9863638542836008
luo,0.9525251388549805,0.9882006645202637,0.9875355958938599,0.9820188283920288,0.9852635938357683
tsn,0.9473010301589966,0.9819002151489258,0.9865722060203552,0.9809198975563049,0.9824282289330476
kin,0.9144760370254517,0.9848089218139648,0.9920309782028198,0.9721661806106567,0.9816583800160028
nya,0.9402198791503906,0.9823211431503296,0.9929159879684448,0.971144437789917,0.9813054776659199
ibo,0.936211884021759,0.9800982475280762,0.9846951365470886,0.9806045293807983,0.9809054334958395
hau,0.9236618280410767,0.9792425036430359,0.9845471382141113,0.9803277254104614,0.9802408748202853
wol,0.948760449886322,0.9777800440788269,0.9823214411735535,0.9741902351379395,0.9775220089488559
ewe,0.9323296546936035,0.9805600643157959,0.9814459681510925,0.971243679523468,0.9768593108731937
mos,0.9306197166442871,0.9692592620849609,0.9837148785591125,0.9599635004997253,0.9701878510269464
swa,0.9547086358070374,0.9699267148971558,0.9707566499710083,0.9663460850715637,0.9687294013359967
twi,0.9178512096405029,0.9677507877349854,0.9787945747375488,0.9606655240058899,0.9680659996917824
yor,0.9559734463691711,0.9632971286773682,0.9742580056190491,0.9668145179748535,0.967884986618765
sna,0.9240936636924744,0.9713608622550964,0.9834488034248352,0.9452188611030579,0.965841224380568
bam,0.9293466806411743,0.9656206369400024,0.9611027836799622,0.9724889993667603,0.9656775231454887
pcm,0.9396239519119263,0.9713459014892578,0.9662742018699646,0.9512073993682861,0.9624852744582432
fon,0.9275037050247192,0.9640238285064697,0.9604535102844238,0.9413464069366455,0.9547300549114451
bbj,0.9241751432418823,0.9386903643608093,0.9651047587394714,0.9534792900085449,0.9518708894455356
