,ORG,DATE,LOC,PER,Mean
kin,0.9703858494758606,0.9585867524147034,0.9626044034957886,0.9681121110916138,0.9649222791194916
luo,0.9546244144439697,0.9585881233215332,0.9466972947120667,0.9630501866340637,0.9557400047779083
nya,0.9726643562316895,0.9441150426864624,0.9285705089569092,0.9712681174278259,0.9541545063257217
lug,0.9579659104347229,0.9202111959457397,0.9474116563796997,0.987327516078949,0.9532290697097778
twi,0.9694395065307617,0.9309128522872925,0.9432050585746765,0.9662902355194092,0.952461913228035
sna,0.9615088701248169,0.9683352112770081,0.9005961418151855,0.9692457914352417,0.949921503663063
ibo,0.9605047106742859,0.9696985483169556,0.8846898078918457,0.9598253965377808,0.943679615855217
tsn,0.9464951157569885,0.9549295902252197,0.911192774772644,0.9587170481681824,0.9428336322307587
zul,0.966989278793335,0.9587486386299133,0.8999810218811035,0.9436259269714355,0.9423362165689468
wol,0.9571115970611572,0.9488329291343689,0.8859230875968933,0.9605494737625122,0.9381042718887329
hau,0.964379072189331,0.9526268243789673,0.8708263039588928,0.9631392955780029,0.9377428740262985
xho,0.9535101652145386,0.9747492074966431,0.8519642949104309,0.9451148509979248,0.9313346296548843
swa,0.930359959602356,0.9079548716545105,0.9434440732002258,0.9404199719429016,0.9305447190999985
bam,0.9156534075737,0.9367067217826843,0.9049076437950134,0.9502623677253723,0.9268825352191925
mos,0.9504423141479492,0.8737210631370544,0.8967862129211426,0.9571901559829712,0.9195349365472794
fon,0.9402044415473938,0.9034437537193298,0.8637280464172363,0.9487050771713257,0.9140203297138214
ewe,0.9552725553512573,0.8193601965904236,0.9170194268226624,0.9606122970581055,0.9130661189556122
pcm,0.92168790102005,0.8255969285964966,0.9220083355903625,0.9585702419281006,0.9069658517837524
bbj,0.9180936813354492,0.8913695216178894,0.7951879501342773,0.9556041359901428,0.8900638222694397
yor,0.9364666938781738,0.9063050150871277,0.7990238070487976,0.9013605713844299,0.8857890218496323
