,LOC,DATE,ORG,PER
bam,0.9630436301231384,,0.9475125074386597,
bbj,0.907683253288269,,0.9603621959686279,
ewe,,,0.950347900390625,0.9202301502227783
fon,0.9416375756263733,,0.9667113423347473,0.8947926759719849
hau,,,0.967011570930481,0.9252551794052124
ibo,0.9508833885192871,,0.9658708572387695,
kin,0.881572961807251,,0.948818027973175,
lug,,,0.9647645354270935,0.9077824354171753
luo,,,0.9568959474563599,0.9382919073104858
mos,,,0.9678051471710205,0.8769108057022095
nya,0.9411859512329102,,0.958185076713562,
pcm,0.9680280089378357,,,0.9153686761856079
sna,0.9462125301361084,,,0.9278653860092163
swa,0.942314088344574,,,0.9278558492660522
tsn,0.9446369409561157,,0.958641529083252,
twi,0.9295335412025452,,0.976182222366333,0.9396284818649292
wol,0.9312651753425598,,0.9392883777618408,
xho,0.9221237301826477,,,0.9108303189277649
yor,0.8571637868881226,,0.9589709043502808,
zul,0.9294022917747498,,,
