,LOC,PER,ORG,DATE,Mean
zul,0.9999992981313562,0.9999929796557937,0.9999989683934944,0.9999965044039312,0.999996937646144
nya,0.9999988136240126,0.9999918191962411,0.9999983916724199,0.9999965667688796,0.9999963978153883
xho,0.9999961983654716,0.9999910974492056,0.9999993848149608,0.9999985440823713,0.9999963061780023
tsn,0.9999985684935309,0.9999907711882076,0.9999988128861732,0.9999962593327787,0.9999961029751726
lug,0.9999990417891668,0.9999894665871369,0.9999987850934466,0.9999968280751708,0.9999960303862303
kin,0.9999984480384747,0.9999904020155023,0.9999995729066606,0.9999955043390806,0.9999959818249295
wol,0.9999981654791608,0.9999905483735229,0.99999829184868,0.9999966518419117,0.9999959143858188
hau,0.9999959940058941,0.9999923484181867,0.9999978434785556,0.9999973404310346,0.9999958815834177
ewe,0.9999976695275128,0.9999905811618828,0.9999993545325274,0.99999552897712,0.9999957835497608
swa,0.9999989860878584,0.9999886507562074,0.9999992961495427,0.9999956490952249,0.9999956455222083
ibo,0.9999982361141573,0.9999888217589104,0.9999983364162964,0.9999971395432031,0.9999956334581418
twi,0.9999940451878618,0.9999916294589336,0.9999996327948564,0.9999968520957399,0.9999955398843479
yor,0.9999975562738314,0.9999872386751332,0.999999015408019,0.9999978340815314,0.9999954111096288
bbj,0.9999987752566789,0.9999881694066536,0.9999988038133333,0.9999955983503321,0.9999953367067494
luo,0.9999993638476153,0.9999896745138478,0.9999964390797912,0.9999957057913449,0.9999952958081497
sna,0.9999981179901496,0.9999908464683933,0.9999980988463241,0.9999939552577423,0.9999952546406523
mos,0.9999944243240211,0.9999905311189774,0.9999996414601964,0.9999955014299716,0.9999950245832916
fon,0.999990797796983,0.9999896156295079,0.9999991474245854,0.9999939606025032,0.9999933803633949
pcm,0.9999984681657276,0.9999909697905672,0.9999968218951178,0.9999819932077272,0.999992063264785
bam,0.9999798492253156,0.9999905089474665,0.999987938675316,0.9999932524771628,0.9999878873313152
