,DATE,PER,ORG,LOC
bam,,0.9882452487945557,0.9597468972206116,0.9660593271255493
bbj,,0.9882327318191528,0.9876200556755066,0.9458173513412476
ewe,,0.9871208071708679,0.9913462996482849,0.9686843752861023
fon,,0.9845190644264221,0.9888880252838135,0.9658252000808716
hau,,0.9893956184387207,0.9795238375663757,0.9461234211921692
ibo,,0.9914113879203796,0.9900879859924316,0.9450387358665466
kin,,0.985476553440094,0.9892818331718445,0.9858115911483765
lug,,0.9807737469673157,0.9772821068763733,0.9871345162391663
luo,,0.9812436699867249,0.9724750518798828,0.9790421724319458
mos,,0.9859756827354431,0.9902421236038208,0.962889552116394
nya,,0.9915355443954468,0.9860207438468933,0.9604582786560059
pcm,,0.9856572151184082,0.9716559648513794,0.9786590337753296
sna,,0.9789205193519592,0.9803799986839294,0.959422767162323
swa,,0.9843457937240601,0.9660518765449524,0.9861596822738647
tsn,,0.9855788350105286,0.986483633518219,0.9725773334503174
twi,,0.9896664023399353,0.9936752915382385,0.9818993210792542
wol,,0.9912751913070679,0.9881419539451599,0.9500182867050171
xho,,0.9691345691680908,0.9824400544166565,0.9587571620941162
yor,,0.9836124777793884,0.9845998883247375,0.9266639351844788
zul,,0.9822600483894348,0.9872616529464722,0.9678050875663757
