,PER,ORG,DATE,LOC,Mean
hau,0.9950884580612183,0.995899498462677,,0.9978522658348083,0.9962800741195679
ibo,,0.9975574612617493,,0.9936161637306213,0.9955868124961853
twi,0.997890055179596,0.9945307970046997,,0.9940016269683838,0.9954741597175598
sna,0.9937210083007812,0.9944749474525452,,0.9952456951141357,0.994480550289154
zul,0.9920729994773865,,,0.9963135123252869,0.9941932559013367
bam,,0.992599606513977,,0.9947561025619507,0.9936778545379639
tsn,,0.9895194172859192,,0.9969959855079651,0.9932577013969421
swa,0.9896284341812134,0.9910280704498291,,0.9974029660224915,0.9926864902178446
nya,0.9991520643234253,0.9889023900032043,,0.989722490310669,0.9925923148790995
luo,0.9982929825782776,0.9868486523628235,,,0.9925708174705505
pcm,0.9984135031700134,0.9806382656097412,,0.9963599443435669,0.9918039043744405
kin,0.9983845949172974,0.9970424175262451,,0.9773347973823547,0.9909206032752991
xho,0.9872322082519531,,,0.9941133260726929,0.990672767162323
yor,,0.9870123863220215,,0.9932873249053955,0.9901498556137085
lug,0.9841102361679077,0.9952877163887024,,,0.989698976278305
fon,0.9879071712493896,0.9957709312438965,,0.9848628044128418,0.989513635635376
bbj,0.9780924320220947,0.994024395942688,,0.988075852394104,0.9867308934529623
ewe,0.9751433730125427,0.9972608089447021,,,0.9862020909786224
mos,0.9786801338195801,0.9947806596755981,,0.9833506941795349,0.9856038292249044
wol,0.9882676601409912,0.9751460552215576,,0.9896071553230286,0.9843402902285258
