,ORG,PER,DATE,LOC,Mean
twi,0.9831322431564331,0.9866735935211182,,0.9638053178787231,0.9778703848520914
mos,0.9766541719436646,0.9756757616996765,,,0.9761649668216705
hau,0.9715396761894226,0.977131724357605,,,0.9743357002735138
ewe,0.9689159393310547,0.9755673408508301,,,0.9722416400909424
lug,0.9650859236717224,0.9789671301841736,,,0.972026526927948
sna,,0.9778978824615479,,0.9625204205513,0.970209151506424
nya,0.9707323312759399,,,0.968189537525177,0.9694609344005585
fon,0.9729634523391724,0.976863443851471,,0.9570279717445374,0.9689516226450602
bam,0.9698032736778259,,,0.9672626256942749,0.9685329496860504
tsn,0.9755112528800964,,,0.9584378004074097,0.966974526643753
luo,0.9618679881095886,0.9644145369529724,,,0.9631412625312805
wol,0.9681176543235779,,,0.9576714038848877,0.9628945291042328
pcm,,0.9722253084182739,,0.9529811143875122,0.9626032114028931
ibo,0.968458890914917,,,0.9509642124176025,0.9597115516662598
bbj,0.9724047183990479,,,0.938139796257019,0.9552722573280334
xho,,0.9599324464797974,,0.950383186340332,0.9551578164100647
swa,,0.9713414311408997,,0.9344707131385803,0.95290607213974
zul,,,,0.9519062638282776,0.9519062638282776
yor,0.9718401432037354,,,0.9298824071884155,0.9508612751960754
kin,0.963158905506134,,,0.9020354151725769,0.9325971603393555
