,DATE,ORG,PER,LOC,Mean
sna,0.9993138333450932,0.9992126740684046,0.9914265685364354,0.9987130308101292,0.9971665266900156
luo,0.9988959025645405,0.9989639615279868,0.9915706813417107,0.9989590691368433,0.9970974036427702
kin,0.9992721523236391,0.9988781448121901,0.9905812996984165,0.999196427958613,0.9969820061982146
nya,0.9990737352314345,0.999180525188993,0.9907257869509408,0.9987186310234477,0.996924669598704
twi,0.9983830894979038,0.9989345605277665,0.9916693784857492,0.9982309598059078,0.9968044970793319
lug,0.9991633481896933,0.9975080395791861,0.9912858257873022,0.9992008511621225,0.996789516179576
zul,0.9983945762236993,0.9986895947977328,0.9916494095008443,0.9983169707263779,0.9967626378121636
tsn,0.9991713709633698,0.9989668922836472,0.9915894311828626,0.9972745355576726,0.996750557496888
ewe,0.9979886348327338,0.9985235004268201,0.9923552620999366,0.9977879582965951,0.9966638389140214
swa,0.9973532435576857,0.9983711347653857,0.9925455002519697,0.9982011944823604,0.9966177682643504
ibo,0.9989345398446803,0.9985057476667051,0.9906624095501393,0.9982922126941509,0.9965987274389189
xho,0.997137432618167,0.9983035783450306,0.9923613290561346,0.9980995542893526,0.9964754735771711
mos,0.9981966952750396,0.9983867319737136,0.9916047716290742,0.9968814157266246,0.996267403651113
wol,0.9988287275870052,0.997635397948504,0.9906256008011615,0.9978366515196396,0.9962315944640775
pcm,0.996190660256889,0.9978325938453588,0.9922613592067498,0.9981907137250994,0.9961188317585243
bam,0.9984268419806888,0.9974078911788964,0.9910407795732848,0.9973796088512544,0.996063780396031
yor,0.9976151823140528,0.9983717099618581,0.9902093541092802,0.9959672122511505,0.9955408646590853
hau,0.9947389963701926,0.9982380283249023,0.9919146271528296,0.9971117307201061,0.9955008456420076
fon,0.9944089991740043,0.9976957909751392,0.9915713042129093,0.9961651074462238,0.9949603004520691
bbj,0.995692565972529,0.9965198309429416,0.9916771568586857,0.9951709234212212,0.9947651192988444
