,ORG,DATE,LOC,PER
bam,0.7579449415206909,0.7708296775817871,0.7328162789344788,0.8550878167152405
bbj,0.7590210437774658,0.666930615901947,0.4763713777065277,0.8681991100311279
ewe,0.8799831867218018,0.5899368524551392,0.8281542062759399,0.8760031461715698
fon,0.8317931890487671,0.7270259261131287,0.6075314283370972,0.8583643436431885
hau,0.8704781532287598,0.8713150024414062,0.6583546996116638,0.8685834407806396
ibo,0.8947831392288208,0.8984021544456482,0.7909823656082153,0.8709612488746643
kin,0.9078295826911926,0.8867217302322388,0.8954415917396545,0.8771191239356995
lug,0.8612434267997742,0.8237561583518982,0.9030543565750122,0.9669862985610962
luo,0.8778724670410156,0.8469049334526062,0.8701047897338867,0.8737949728965759
mos,0.8259952068328857,0.5904905200004578,0.7079678773880005,0.8529331684112549
nya,0.9154003262519836,0.8375154733657837,0.8185354471206665,0.8722733855247498
pcm,0.8296635150909424,0.5654741525650024,0.8346538543701172,0.8900666832923889
sna,0.8890644907951355,0.8929569125175476,0.7217156887054443,0.8847266435623169
swa,0.85222989320755,0.7862932682037354,0.8966637253761292,0.8821054697036743
tsn,0.8785786628723145,0.8699400424957275,0.7630048990249634,0.8596284985542297
twi,0.9306227564811707,0.7918125987052917,0.8530252575874329,0.9029210805892944
wol,0.8695465922355652,0.8514499068260193,0.675828218460083,0.8692342638969421
xho,0.8566833138465881,0.9008559584617615,0.6071122288703918,0.8439010977745056
yor,0.7710174918174744,0.6947628259658813,0.4695187211036682,0.6993178725242615
zul,0.8991921544075012,0.8684108853340149,0.7401546835899353,0.7954250574111938
