,ORG,DATE,LOC,PER
bam,0.9409749507904053,0.9531498551368713,0.9344719648361206,0.9641817212104797
bbj,0.9398488402366638,0.9004240036010742,0.8452555537223816,0.9658207893371582
ewe,0.9665717482566833,0.864911675453186,0.9394427537918091,0.9722239971160889
fon,0.9571342468261719,0.9232315421104431,0.9009692072868347,0.9630921483039856
hau,0.9743240475654602,0.9692694544792175,0.9096840620040894,0.9732463359832764
ibo,0.9720938801765442,0.9813483953475952,0.9148768186569214,0.9712961912155151
kin,0.9794596433639526,0.9684854745864868,0.9716374278068542,0.9772462844848633
lug,0.970611572265625,0.9372934103012085,0.9594957828521729,0.9902881383895874
luo,0.9686553478240967,0.9686993360519409,0.9631214141845703,0.9736799001693726
mos,0.9682899117469788,0.9139707684516907,0.9258694648742676,0.9689909815788269
nya,0.9793543219566345,0.9604059457778931,0.9501739740371704,0.9802489876747131
pcm,0.9523093104362488,0.8719662427902222,0.9487493634223938,0.9770323038101196
sna,0.9724095463752747,0.9751105308532715,0.90169757604599,0.9779006242752075
swa,0.9509032368659973,0.9380472302436829,0.9629230499267578,0.9669145345687866
tsn,0.9563345909118652,0.9673159122467041,0.9313981533050537,0.9700564742088318
twi,0.9788730144500732,0.9541324973106384,0.963188648223877,0.9772568345069885
wol,0.9692302942276001,0.9628111124038696,0.9185672998428345,0.9732182621955872
xho,0.9611203074455261,0.9817007780075073,0.8973420262336731,0.9618135690689087
yor,0.9494304656982422,0.9278547763824463,0.8422040343284607,0.9132006168365479
zul,0.9726710915565491,0.9718149304389954,0.9293552041053772,0.9564297795295715
