Language,Cosine_Similarity
lug,0.96207345
kin,0.94370824
twi,0.94006747
swa,0.93573165
ewe,0.9268217
luo,0.9260729
bam,0.9194829
ibo,0.9135773
nya,0.9119295
pcm,0.90868855
tsn,0.9074043
mos,0.8741846
hau,0.87353534
zul,0.86758375
sna,0.86084026
wol,0.852931
xho,0.85246074
fon,0.8351051
bbj,0.8164047
yor,0.75420487
