,ORG,PER,LOC,DATE
bam,0.9701013565063477,0.982446551322937,0.9837371110916138,
bbj,0.9731200337409973,0.9778730869293213,0.956988513469696,
ewe,0.982087254524231,0.9807480573654175,0.9701405167579651,
fon,0.9758011698722839,0.9715154767036438,0.9767570495605469,
hau,0.9859995245933533,0.9884361028671265,0.984489917755127,
ibo,0.9784471988677979,0.9902305603027344,0.9852396249771118,
kin,0.9915711879730225,0.9912480711936951,0.9850932955741882,
lug,0.9924427270889282,0.9933843016624451,0.9824214577674866,
luo,0.9834448099136353,0.9875718951225281,0.9833789467811584,
mos,0.9826056957244873,0.985874593257904,0.9806775450706482,
nya,0.9917306900024414,0.9924249649047852,0.9845197200775146,
pcm,0.9571057558059692,0.9823732972145081,0.960823655128479,
sna,0.9914801120758057,0.9880309700965881,0.9899752736091614,
swa,0.9770694971084595,0.9892046451568604,0.9799827933311462,
tsn,0.9783778190612793,0.9818519949913025,0.976245105266571,
twi,0.9873777627944946,0.9882742762565613,0.9882487058639526,
wol,0.9818546175956726,0.9819602966308594,0.979343593120575,
xho,0.9908091425895691,0.9730606079101562,0.9850207567214966,
yor,0.9700105786323547,0.9731684923171997,0.9608750939369202,
zul,0.9929589033126831,0.9879404902458191,0.9782260656356812,
