,ORG,PER,LOC,DATE
bam,0.9629822373390198,0.9794189929962158,0.9773443937301636,
bbj,0.9741362929344177,0.9785016775131226,0.9525260329246521,
ewe,0.9804611206054688,0.9776927828788757,0.9664328098297119,
fon,0.9769101738929749,0.9658330678939819,0.9711315631866455,
hau,0.9842086434364319,0.9852986931800842,0.9796943068504333,
ibo,0.9778244495391846,0.9895005822181702,0.9809830188751221,
kin,0.9891732931137085,0.9901394844055176,0.983435332775116,
lug,0.9910305142402649,0.9915112853050232,0.9788777232170105,
luo,0.9803354144096375,0.9844576120376587,0.9807056188583374,
mos,0.982758104801178,0.9826691746711731,0.9790210127830505,
nya,0.9897398352622986,0.9909781217575073,0.9775712490081787,
pcm,0.9564063549041748,0.9791867136955261,0.9573100805282593,
sna,0.9914146065711975,0.9881160259246826,0.986812949180603,
swa,0.9713900089263916,0.9863305687904358,0.9736605286598206,
tsn,0.9715852737426758,0.9787377119064331,0.9686222672462463,
twi,0.9865132570266724,0.9850634932518005,0.9853050708770752,
wol,0.9813100099563599,0.9791234731674194,0.9769403338432312,
xho,0.9879317283630371,0.9568355083465576,0.980887770652771,
yor,0.9728737473487854,0.9712781310081482,0.9531054496765137,
zul,0.9919368028640747,0.9844051003456116,0.9730046987533569,
