,ORG,PER,LOC,DATE
bam,0.9999412298202515,0.9999397397041321,0.9999245405197144,0.9998997449874878
bbj,0.9998888373374939,0.9999403953552246,0.9998611211776733,0.9997620582580566
ewe,0.9999017715454102,0.9999127388000488,0.9998553991317749,0.9997959733009338
fon,0.9999282360076904,0.999851644039154,0.9998478889465332,0.999584436416626
hau,0.9999578595161438,0.999968945980072,0.9999668002128601,0.9999183416366577
ibo,0.9998834133148193,0.9999605417251587,0.9999077916145325,0.9999094009399414
kin,0.9999423027038574,0.9999563694000244,0.999927818775177,0.9998459815979004
lug,0.9999756813049316,0.9999812841415405,0.9999274015426636,0.9998927712440491
luo,0.9998797178268433,0.9999122023582458,0.999924898147583,0.9999338388442993
mos,0.9999294877052307,0.999938428401947,0.9999336004257202,0.9997715950012207
nya,0.9999474883079529,0.9999805092811584,0.9999488592147827,0.9998307228088379
pcm,0.9998384714126587,0.9999057650566101,0.9997986555099487,0.9997961521148682
sna,0.9999772310256958,0.9999485611915588,0.9999608993530273,0.9998514652252197
swa,0.9999029636383057,0.9999426603317261,0.999890923500061,0.9998639225959778
tsn,0.9999032020568848,0.9999107122421265,0.9997991919517517,0.9999302625656128
twi,0.999958872795105,0.9999603033065796,0.9999188780784607,0.9998021721839905
wol,0.999926745891571,0.9999378323554993,0.9998556971549988,0.9999127984046936
xho,0.9999671578407288,0.9998745918273926,0.9999514818191528,0.9999340772628784
yor,0.9998725652694702,0.9998645186424255,0.9998135566711426,0.9997791647911072
zul,0.9999711513519287,0.99991375207901,0.9998778104782104,0.9999306201934814
