,LOC,DATE,PER,ORG,Mean
kin,0.967800498008728,0.9642941355705261,0.887040376663208,0.9700778722763062,0.9661254737320848
luo,0.9551874399185181,0.9662995338439941,0.8832863569259644,0.9627969264984131,0.9601973902209224
twi,0.9518230557441711,0.9454428553581238,0.892664909362793,0.976874053478241,0.9570170210728183
nya,0.9465218186378479,0.9519301056861877,0.8926612734794617,0.9615997672080994,0.9523948269879098
sna,0.9032272100448608,0.980902373790741,0.8858767747879028,0.9621168971061707,0.9477587159224382
swa,0.9665570855140686,0.9306365847587585,0.8697347640991211,0.9477961659431458,0.9470922260146755
zul,0.9071894884109497,0.9712491631507874,0.8828778266906738,0.9604705572128296,0.9453042468686742
tsn,0.9271672964096069,0.9664592146873474,0.8811353445053101,0.9437746405601501,0.944782036808845
ibo,0.8924124240875244,0.9758847951889038,0.8849194049835205,0.9688621163368225,0.9447622923400458
hau,0.8920809030532837,0.9699467420578003,0.8730037808418274,0.9633013010025024,0.9406932833313629
lug,0.9618722200393677,0.9124851822853088,0.8800390958786011,0.9467335939407349,0.939413672200651
wol,0.8955084085464478,0.9561780095100403,0.8853862881660461,0.9532060027122498,0.9341833866800223
bam,0.9227317571640015,0.9467419385910034,0.8709925413131714,0.92693030834198,0.9311717998950187
xho,0.8509248495101929,0.9782048463821411,0.8840337991714478,0.946395218372345,0.9245270789451799
fon,0.8853664994239807,0.9157670140266418,0.8704639673233032,0.9481246471405029,0.9156956794693714
pcm,0.9463388919830322,0.8458374738693237,0.892151415348053,0.9436690211296082,0.9116366978079629
mos,0.901383101940155,0.8761261701583862,0.8712059855461121,0.9555752873420715,0.9104010652056517
ewe,0.9324408769607544,0.80209881067276,0.8786745071411133,0.9550418257713318,0.8962460268200851
bbj,0.8298734426498413,0.9076849222183228,0.8869626522064209,0.9201933145523071,0.8859336898708594
yor,0.809282124042511,0.9072103500366211,0.819116473197937,0.9417333602905273,0.8850208087543178
