,DATE,ORG,PER,LOC
bam,0.9782657027244568,0.9720882773399353,0.9853377342224121,0.9799095988273621
bbj,0.9712129831314087,0.9707255959510803,0.9749590754508972,0.9562676548957825
ewe,0.9809567928314209,0.9867362976074219,0.9848982691764832,0.9888230562210083
fon,0.9647421836853027,0.9757983088493347,0.9794634580612183,0.9788931012153625
hau,0.9882757663726807,0.9884521961212158,0.9945083260536194,0.9888127446174622
ibo,0.9875175952911377,0.989275336265564,0.9940494894981384,0.9868230223655701
kin,0.989037275314331,0.9930142164230347,0.9962100982666016,0.9914119243621826
lug,0.9875376224517822,0.9968804717063904,0.9949959516525269,0.98976731300354
luo,0.9904109835624695,0.9925191402435303,0.9902676939964294,0.9908304214477539
mos,0.9703130125999451,0.9865362644195557,0.9908350110054016,0.9906790256500244
nya,0.9856134057044983,0.9935098886489868,0.992912232875824,0.9859140515327454
pcm,0.9615962505340576,0.9781395196914673,0.9859386086463928,0.9775712490081787
sna,0.9771155118942261,0.992405354976654,0.9933943152427673,0.9943951368331909
swa,0.9787089824676514,0.9763317704200745,0.9752524495124817,0.9750516414642334
tsn,0.9879428148269653,0.9898351430892944,0.9931370615959167,0.98708575963974
twi,0.9768778085708618,0.9871320128440857,0.9887672066688538,0.9884151220321655
wol,0.9762197732925415,0.9879517555236816,0.9883142113685608,0.9896745681762695
xho,0.9853267669677734,0.9906266331672668,0.9813485145568848,0.9909579753875732
yor,0.974025547504425,0.9773299098014832,0.9732675552368164,0.9650928378105164
zul,0.9866793155670166,0.9945008158683777,0.9893707036972046,0.9811505675315857
