,PER,LOC,ORG,DATE,Mean
lug,0.7232053,0.9655739,0.95265245,0.92549384,0.8917314
kin,0.70532334,0.950136,0.9214511,0.92103785,0.8744871
nya,0.71717703,0.9143122,0.90816605,0.8955356,0.85879767
sna,0.631933,0.9193072,0.9002461,0.9275036,0.8447475
xho,0.61561203,0.92295754,0.8992405,0.93551296,0.84333074
luo,0.67892385,0.9050577,0.87260693,0.8710985,0.83192176
zul,0.6858792,0.8787436,0.8765787,0.86461914,0.8264551
tsn,0.65968406,0.8465676,0.88518333,0.87778986,0.81730616
wol,0.6930173,0.8671354,0.86129105,0.8367597,0.8145509
ibo,0.68627536,0.8767718,0.8024393,0.8580763,0.8058907
hau,0.6523254,0.8549291,0.8306594,0.8754665,0.80334514
twi,0.6607573,0.8447903,0.8465267,0.824653,0.7941818
bam,0.65084577,0.85051936,0.80850744,0.85931015,0.7922957
swa,0.64621043,0.83901393,0.83359593,0.83950615,0.7895816
ewe,0.61424625,0.7908132,0.81170726,0.79068804,0.7518637
mos,0.58180124,0.80825174,0.82661176,0.785673,0.7505845
pcm,0.5946004,0.77743626,0.7952487,0.71483135,0.7205292
fon,0.6067388,0.7738806,0.77027977,0.6964159,0.71182877
yor,0.565421,0.72801995,0.6858419,0.75003994,0.6823307
bbj,0.59905374,0.6875063,0.696914,0.69508284,0.6696392
