,LOC,DATE,PER,ORG,Mean
bam,0.9980862519055567,0.997915003471016,0.99950875214774,0.9974911291752515,0.998250284174891
pcm,0.9995211408631357,0.9944564239950267,0.999185483012504,0.9996934576495176,0.998214126380046
ewe,0.9977401896238174,0.9978618629807474,0.9982487604099833,0.9982712439622767,0.9980305142442063
swa,0.9990981689521319,0.9946164254685332,0.9989882983111642,0.9991364710087548,0.997959840935146
hau,0.9968428424618023,0.9949139078441401,0.9997651990412865,0.9996107150677768,0.9977831661037514
luo,0.9993370402515571,0.9931870971379136,0.9988822959570973,0.9997095769584724,0.9977790025762601
mos,0.9994260346880077,0.9922869747744227,0.9994977630357076,0.9995215020688245,0.9976830686417406
twi,0.9994343314051085,0.9919508125056881,0.9991471572589816,0.999607373568799,0.9975349186846443
kin,0.9998844130357225,0.9920236258238052,0.9999095767451167,0.9982898919802,0.9975268768962111
tsn,0.996965764986124,0.9947174301532276,0.9991307176671662,0.9989905170696878,0.9974511074690513
yor,0.9987883960922064,0.9943705515883406,0.9971030310308612,0.9993967723976506,0.9974146877772647
bbj,0.9985724687598029,0.9920873516980334,0.9993566563202639,0.9990306571495713,0.997261783481918
sna,0.9996534019989111,0.9898973885543493,0.9991070201025651,0.9998974022668164,0.9971388032306605
nya,0.9983126046440068,0.9923239026555092,0.9978347477429881,0.9998920542626947,0.9970908273262997
ibo,0.999638342116043,0.9915993575338107,0.9994563749059011,0.9975280106128143,0.9970555212921423
lug,0.9963293727259966,0.9899961265442992,0.9998441716035373,0.9999032743874705,0.996518236315326
wol,0.9867634733983722,0.9916102176185169,0.9988969461880408,0.9979889472665697,0.9938148961178748
fon,0.994230848373588,0.9894917199211095,0.9930038866155212,0.9976153997083564,0.9935854636546437
xho,0.9879911274522762,0.992003242929222,0.9965388807697645,0.9867221247899443,0.9908138439853018
zul,0.9833410259664844,0.998447352264554,0.9894466839348824,0.9914792334179218,0.9906785738959607
