layer,model,rank_type,language,pearson
2,xlmr,top5,twi,0.9794802864058806
2,xlmr,top5,kin,0.9791870843408993
2,xlmr,top5,ibo,0.9766228891149457
2,xlmr,top5,lug,0.9765726339843208
2,xlmr,top5,sna,0.9760567943497575
2,xlmr,worst5,hau,0.9519241017769684
2,xlmr,worst5,pcm,0.9536729032572824
2,xlmr,worst5,fon,0.9547858104646142
2,xlmr,worst5,bbj,0.9572155391689662
2,xlmr,worst5,yor,0.9583258589568111
3,xlmr,top5,kin,0.9854645162788804
3,xlmr,top5,twi,0.9849442561212575
3,xlmr,top5,lug,0.983602755590207
3,xlmr,top5,ibo,0.9833091764679276
3,xlmr,top5,sna,0.9829847887111844
3,xlmr,worst5,hau,0.9651771795919861
3,xlmr,worst5,pcm,0.966476477446045
3,xlmr,worst5,fon,0.9687045977363894
3,xlmr,worst5,bbj,0.9698398483925581
3,xlmr,worst5,yor,0.9718030135101257
10,xlmr,top5,kin,0.9890242203897099
10,xlmr,top5,lug,0.9881366177844404
10,xlmr,top5,sna,0.9874704144795989
10,xlmr,top5,twi,0.9874540046428191
10,xlmr,top5,luo,0.98688012283398
10,xlmr,worst5,bbj,0.9659260444358876
10,xlmr,worst5,hau,0.9675419608886999
10,xlmr,worst5,fon,0.9700655558606653
10,xlmr,worst5,pcm,0.9714102272055616
10,xlmr,worst5,yor,0.9720187288988429
12,xlmr,top5,kin,0.9992545113439212
12,xlmr,top5,sna,0.999167211385908
12,xlmr,top5,nya,0.9991329535218372
12,xlmr,top5,luo,0.9991275561642434
12,xlmr,top5,lug,0.9989712944698346
12,xlmr,worst5,bbj,0.9967407065830399
12,xlmr,worst5,fon,0.9969019777980658
12,xlmr,worst5,hau,0.9972814836887409
12,xlmr,worst5,yor,0.9975417723735585
12,xlmr,worst5,pcm,0.9979220515616003
