,ORG,LOC,DATE,PER
bam,0.9973074197769165,0.9995676279067993,,
bbj,0.999725878238678,0.9972612261772156,,
ewe,0.9995075464248657,,,0.9978072047233582
fon,0.9995142817497253,0.9995000958442688,,0.9978213310241699
hau,0.9994691014289856,0.9990578889846802,,0.9990395903587341
ibo,0.999431848526001,0.9985831379890442,,
kin,0.9995255470275879,0.9993001222610474,,0.9993236064910889
lug,0.9990764856338501,,,0.9990806579589844
luo,0.9971551895141602,,,0.9993786215782166
mos,0.9996542930603027,,,0.9974281787872314
nya,0.9994065165519714,0.999334454536438,,0.9997497797012329
pcm,0.998869776725769,0.9989833831787109,,0.9996418952941895
sna,0.9977785348892212,0.9985995292663574,,0.9995566010475159
swa,0.9988341331481934,0.9996249675750732,,0.998381495475769
tsn,0.9991286396980286,0.9981107711791992,,
twi,0.9996802806854248,0.9996201395988464,,0.9989728927612305
wol,0.9982253909111023,0.9982852339744568,,0.9987128376960754
xho,,0.9984569549560547,,0.9987859725952148
yor,0.9982081055641174,0.9970223307609558,,
zul,,0.9988090395927429,,0.998473584651947
