,ORG,LOC,DATE,PER
bam,0.948354184627533,0.9983967542648315,,
bbj,0.9994067549705505,0.9618215560913086,,
ewe,0.9981957077980042,,,0.9609771370887756
fon,0.9991906881332397,0.9974156618118286,,0.9893019795417786
hau,0.9986652135848999,0.9980781674385071,,0.9876368045806885
ibo,0.9989571571350098,0.9895134568214417,,
kin,0.996654748916626,0.9983114004135132,,0.9993816018104553
lug,0.9986684322357178,,,0.9953378438949585
luo,0.9953623414039612,,,0.9977346062660217
mos,0.9993013143539429,,,0.9777129888534546
nya,0.9912306666374207,0.9967752695083618,,
pcm,,0.9959421753883362,,0.9992108941078186
sna,,0.9879149794578552,,0.9988225698471069
swa,0.9798178672790527,0.9988516569137573,,0.9945790767669678
tsn,0.9860730171203613,0.9725543856620789,,
twi,0.9983190298080444,0.995755136013031,,0.9942043423652649
wol,0.9770693778991699,0.9972350597381592,,0.9884869456291199
xho,,0.9904295802116394,,0.993925929069519
yor,0.9785718321800232,0.9782311916351318,,
zul,,0.9970297813415527,,
