,ORG,LOC,DATE,PER
bam,0.9729418158531189,,,
bbj,0.994024395942688,0.9880083799362183,,
ewe,0.9953303337097168,,,0.9825056195259094
fon,,,,0.9967101216316223
hau,0.995899498462677,,,0.9972498416900635
ibo,0.9913160800933838,0.9936161637306213,,
kin,0.9938905239105225,,,
lug,0.9952877163887024,,,0.9876253008842468
luo,0.9868486523628235,,,0.9979841709136963
mos,0.9947806596755981,,,0.9896127581596375
nya,0.9919043779373169,,,
pcm,,0.9963599443435669,,0.9942876100540161
sna,,0.9952456951141357,,0.9965531229972839
swa,,,,0.993843138217926
tsn,0.9912576079368591,0.9969959855079651,,
twi,,,,0.9982101321220398
wol,0.9751460552215576,,,
xho,,0.9941133260726929,,0.991766095161438
yor,0.9870123863220215,0.9932873249053955,,
zul,,0.9963135123252869,,
