,PER,ORG,LOC,DATE
bam,0.9996074438095093,0.9990781545639038,0.9993742108345032,0.9991744160652161
bbj,0.9993509650230408,0.9996533989906311,0.9972814321517944,0.9996494054794312
ewe,0.9991099834442139,0.9997697472572327,0.9985299110412598,0.9981734156608582
fon,0.9984004497528076,0.9994452595710754,0.9987791180610657,0.9994896054267883
hau,0.9990589618682861,0.9994943737983704,0.9992270469665527,0.9996159076690674
ibo,0.9996619820594788,0.9996764063835144,0.9984253644943237,0.9998128414154053
kin,0.9995958805084229,0.999859631061554,0.9994828701019287,0.9995580911636353
lug,0.9998490214347839,0.9983910918235779,0.99981689453125,0.9984278678894043
luo,0.9996572136878967,0.9997045993804932,0.9997715353965759,0.9997909069061279
mos,0.9980745315551758,0.9997129440307617,0.9989423155784607,0.9995630383491516
nya,0.9998188614845276,0.9992074966430664,0.9992963075637817,0.9989016056060791
pcm,0.9996935725212097,0.999504804611206,0.9995307326316833,0.9982237815856934
sna,0.9996606707572937,0.9991887807846069,0.9980016350746155,0.9970248341560364
swa,0.9996641874313354,0.9991973638534546,0.9999039173126221,0.9972134828567505
tsn,0.9991196393966675,0.9988045692443848,0.9992480874061584,0.9991371035575867
twi,0.9995043873786926,0.9997974038124084,0.9997542500495911,0.9985515475273132
wol,0.9993242025375366,0.9988527894020081,0.9985265731811523,0.9996420741081238
xho,0.9994832873344421,0.9982384443283081,0.998081386089325,0.9990732073783875
yor,0.9993592500686646,0.9994229078292847,0.997013509273529,0.9996103048324585
zul,0.9993756413459778,0.9992607831954956,0.9986234307289124,0.9993220567703247
