,LOC,DATE,PER,ORG
bam,,,,0.9973657727241516
bbj,,,,0.9975013136863708
ewe,,,0.9914535880088806,0.9973438382148743
fon,,,0.9909534454345703,
hau,,,0.9908779859542847,0.9865634441375732
ibo,0.9976182579994202,,,0.9977933168411255
kin,,,,0.9980539083480835
lug,,,0.9896566271781921,0.9967029094696045
luo,,,0.9926861524581909,0.9977960586547852
mos,,,0.9919116497039795,0.9983426928520203
nya,,,,0.998418390750885
pcm,0.99767005443573,,0.9904701113700867,
sna,0.9986273050308228,,0.9872062802314758,
swa,,,0.9924423694610596,
tsn,0.9979745149612427,,,0.9981307983398438
twi,,,0.992673397064209,
wol,,,,0.998132586479187
xho,0.9971264004707336,,0.9923120141029358,
yor,0.9958247542381287,,,0.9979363679885864
zul,0.9975775480270386,,,
