,LOC,DATE,PER,ORG
bam,,,,0.9766980409622192
bbj,0.9405015110969543,,,0.9770122766494751
ewe,,,0.9281177520751953,0.9750723242759705
fon,,,0.9172325134277344,
hau,,,0.9205220341682434,0.973296046257019
ibo,0.9718747735023499,,,0.9762377142906189
kin,,,,0.9749031066894531
lug,,,0.9047080278396606,0.970755934715271
luo,,,0.93161940574646,0.9736548662185669
mos,,,0.9235885739326477,0.9838570952415466
nya,,,,0.9801591038703918
pcm,0.9696246981620789,,0.911212682723999,
sna,0.9833158254623413,,0.923559844493866,
swa,,,0.9269923567771912,
tsn,0.9755232334136963,,,0.9784700870513916
twi,,,0.9266731142997742,
wol,,,,0.9779093861579895
xho,0.9648302793502808,,0.9270990490913391,
yor,0.9590771794319153,,,0.9786633849143982
zul,0.9720792174339294,,,
