,LOC,DATE,PER,ORG
bam,0.9706242680549622,,,0.9767997860908508
bbj,0.9512224197387695,,,0.9782406687736511
ewe,,,0.9163588285446167,0.973717987537384
fon,0.970992922782898,,0.9077212810516357,0.9777833819389343
hau,,,0.9067811369895935,0.9735777974128723
ibo,0.9656043648719788,,,0.972990870475769
kin,0.9146626591682434,,,0.969674289226532
lug,,,0.9062649011611938,0.9670292735099792
luo,,,0.917172372341156,0.9682536125183105
mos,,,0.9136724472045898,0.9816330671310425
nya,0.977361798286438,,,0.9745978116989136
pcm,0.9660552740097046,,0.8936901092529297,
sna,0.9790399074554443,,0.9099313616752625,
swa,0.9512977004051208,,0.9085308313369751,
tsn,0.9710078835487366,,,0.9746229648590088
twi,0.9699610471725464,,0.9218183755874634,0.9873847365379333
wol,0.9650070071220398,,,0.9736389517784119
xho,0.9600695967674255,,0.9033205509185791,
yor,0.9525039196014404,,,0.9764508605003357
zul,0.9684743285179138,,,
