,LOC,DATE,PER,ORG
bam,0.9671123027801514,,,0.9709852933883667
bbj,0.9486243724822998,,,0.9793874025344849
ewe,,,0.9056890606880188,0.9698361158370972
fon,0.9652340412139893,,0.8970456719398499,0.9814221262931824
hau,0.9481979012489319,,0.8963387608528137,0.9698739051818848
ibo,0.9600784778594971,,,0.9728464484214783
kin,0.9667170643806458,,0.8839955925941467,0.9658166170120239
lug,,,0.8961966037750244,0.9569148421287537
luo,,,0.9107164144515991,0.9609267711639404
mos,,,0.8941786885261536,0.9780346155166626
nya,0.96910560131073,,0.9014933705329895,0.970004677772522
pcm,0.9592803716659546,,0.8879741430282593,0.9262166619300842
sna,0.9780255556106567,,0.9034419059753418,0.9662274718284607
swa,0.946161150932312,,0.9003520607948303,0.9410998225212097
tsn,0.9638887643814087,,,0.9702786803245544
twi,0.968601644039154,,0.900704562664032,0.9851861000061035
wol,0.9605830907821655,,0.8971006274223328,0.9705678820610046
xho,0.9619744420051575,,0.8923865556716919,
yor,0.945032000541687,,,0.9719936847686768
zul,0.9667760729789734,,0.8978363275527954,
