,DATE,ORG,PER,LOC,Mean
lug,0.9239758,0.96804225,0.9794897,0.96740556,0.9597283
kin,0.9124607,0.9410006,0.9557645,0.9408717,0.9375244
nya,0.90691113,0.91714936,0.9527317,0.90271693,0.91987723
xho,0.92964846,0.92845094,0.8941647,0.91511524,0.91684484
sna,0.9203076,0.91623557,0.90435314,0.910744,0.91291004
zul,0.87154156,0.900615,0.9269198,0.9113408,0.9026042
luo,0.8701098,0.89474636,0.9409754,0.8980589,0.9009726
tsn,0.8688414,0.89416385,0.93124527,0.85172623,0.8864942
wol,0.84387445,0.89594066,0.90322125,0.8667276,0.877441
ibo,0.860329,0.84126055,0.8794675,0.8864205,0.8668694
hau,0.88735455,0.85885084,0.8717921,0.8489195,0.86672926
twi,0.814363,0.85741514,0.9146136,0.84151006,0.8569755
bam,0.86030537,0.82838315,0.8733232,0.84224176,0.8510634
mos,0.8034112,0.84081495,0.86232555,0.79300976,0.8248904
swa,0.8024781,0.7990257,0.8780833,0.77381617,0.8133508
ewe,0.7788949,0.83239716,0.8469561,0.7929226,0.81279266
pcm,0.71810377,0.7755611,0.86356425,0.764585,0.78045356
fon,0.6999937,0.782874,0.8135478,0.7671547,0.76589257
yor,0.7353625,0.70453596,0.7492765,0.72013223,0.72732687
bbj,0.69253933,0.7046287,0.7833098,0.6842841,0.71619046
