,PER,DATE,ORG,LOC
bam,0.8944398164749146,0.8712828159332275,0.7961413264274597,0.8416843414306641
bbj,0.8943970203399658,0.7771294116973877,0.8525170683860779,0.6631066799163818
ewe,0.8651556968688965,0.679133415222168,0.8781424760818481,0.8564892411231995
fon,0.8873466849327087,0.830515444278717,0.8872147798538208,0.8032433986663818
hau,0.9008333683013916,0.8523439168930054,0.8995323181152344,0.7763301730155945
ibo,0.9102765321731567,0.9296924471855164,0.9040530920028687,0.808832049369812
kin,0.9181238412857056,0.9388806223869324,0.9197944402694702,0.8808329701423645
lug,0.8935109972953796,0.9472156763076782,0.909821093082428,0.9165444374084473
luo,0.8783775568008423,0.907625138759613,0.9010758399963379,0.903301477432251
mos,0.8955057859420776,0.7740073204040527,0.8663848042488098,0.8143917918205261
nya,0.9204675555229187,0.8803016543388367,0.9161418080329895,0.8096029162406921
pcm,0.906154990196228,0.6677895784378052,0.8083173632621765,0.8457761406898499
sna,0.9032199382781982,0.9419771432876587,0.8932332992553711,0.8065993785858154
swa,0.8985165953636169,0.836142361164093,0.8378795981407166,0.8898558020591736
tsn,0.9002037048339844,0.9244744181632996,0.8854346871376038,0.8620381951332092
twi,0.925919771194458,0.8756823539733887,0.9203214049339294,0.9021650552749634
wol,0.8993016481399536,0.911952793598175,0.8521535992622375,0.771150529384613
xho,0.8503954410552979,0.8841045498847961,0.8871380686759949,0.7548831105232239
yor,0.8127525448799133,0.8281610012054443,0.8464549779891968,0.6116860508918762
zul,0.859886884689331,0.9148827195167542,0.9049168825149536,0.8483707308769226
